start.time,action,v.M
20180715-000232:102,RETAIN,10
20180715-000416:432,RETAIN,16
20180715-000150:600,RETAIN,4
20180715-000054:739,RETAIN,9
20180715-000040:485,RETAIN,51
20180715-000724:782,RETAIN,16
20180714-234911:793,RETAIN,22
20180715-001142:610,RETAIN,6
20180715-001130:547,RETAIN,19
20180715-001241:810,RETAIN,15
20180715-000928:808,RERUN,12
20180715-000850:980,RETAIN,10
20180715-001247:071,RETAIN,68
20180715-001532:223,RETAIN,20
20180715-001430:613,RETAIN,14
20180715-001351:868,RETAIN,14
20180715-001727:315,RETAIN,21
20180715-001846:532,RETAIN,23
20180715-002053:907,RETAIN,25
20180715-002142:804,RETAIN,17
20180715-001918:419,RETAIN,14
20180715-001851:341,RETAIN,41
20180715-002317:928,RETAIN,48
20180715-000515:074,RETAIN,22
20180715-002544:608,RETAIN,42
20180715-002747:071,RETAIN,7
20180715-002350:049,RETAIN,2
20180715-002226:129,RERUN,11
20180715-002822:020,RETAIN,15
20180715-003031:193,RETAIN,14
20180715-003130:320,RETAIN,27
20180715-002949:850,RETAIN,6
20180715-003346:450,RETAIN,17
20180715-003000:273,RETAIN,10
20180715-003512:202,RETAIN,22
20180715-003708:087,RETAIN,23
20180715-003426:424,RETAIN,82
20180715-003348:188,RERUN,16
20180715-004033:776,RETAIN,10
20180715-003939:674,RETAIN,17
20180715-002101:124,RETAIN,22
20180715-003933:428,RETAIN,41
20180715-004108:834,RETAIN,44
20180715-004417:056,RETAIN,22
20180715-004055:741,RETAIN,3
20180715-004327:828,RETAIN,6
20180715-004607:199,RETAIN,8
20180715-004352:716,RERUN,7
20180715-004447:570,RETAIN,36
20180715-004817:386,RETAIN,22
20180715-004833:319,RETAIN,18
20180715-005312:701,RETAIN,0
20180715-005507:776,RETAIN,27
20180715-010005:617,RETAIN,20
20180715-010120:899,RETAIN,25
20180715-005844:962,RETAIN,25
20180715-010414:330,RERUN,14
20180715-010414:699,RETAIN,7
20180715-005947:662,RETAIN,2
20180715-010310:776,RETAIN,10
20180715-010443:027,RETAIN,19
20180715-010813:129,RETAIN,6
20180715-010638:266,RETAIN,12
20180715-010830:924,RETAIN,3
20180715-010836:788,RETAIN,17
20180715-010924:546,RETAIN,9
20180715-010936:568,RETAIN,16
20180715-011021:807,RETAIN,57
20180715-005338:977,RETAIN,22
20180715-011212:598,RETAIN,21
20180715-011416:564,RETAIN,10
20180715-011307:615,RETAIN,6
20180715-011608:059,RETAIN,8
20180715-011700:637,RETAIN,10
20180715-011331:963,RETAIN,36
20180715-011734:911,RETAIN,9
20180715-011819:756,RETAIN,45
20180715-012046:769,RETAIN,22
20180715-012120:788,RETAIN,33
20180715-011850:374,RETAIN,0
20180715-012405:848,RETAIN,9
20180715-012228:269,RETAIN,15
20180715-012410:180,RETAIN,22
20180715-012511:424,RETAIN,30
20180715-012551:957,RETAIN,11
20180715-010949:796,RETAIN,23
20180715-012759:832,RETAIN,17
20180715-013100:417,RETAIN,37
20180715-012719:194,RETAIN,15
20180715-012919:262,RETAIN,45
20180715-012914:516,RETAIN,19
20180715-013137:043,RETAIN,15
20180715-013205:446,RETAIN,4
20180715-013635:395,RETAIN,15
20180715-013745:558,RETAIN,7
20180715-013251:514,RERUN,17
20180715-013756:057,RETAIN,11
20180715-013643:536,RETAIN,18
20180715-013444:868,RETAIN,18
20180715-014030:283,RETAIN,21
20180715-013819:794,RETAIN,31
20180715-012426:833,RETAIN,20
20180715-014226:341,RETAIN,8
20180715-014357:092,RETAIN,17
20180715-014507:944,RETAIN,6
20180715-014401:584,RETAIN,24
20180715-014537:368,RETAIN,11
20180715-014738:024,RETAIN,32
20180715-014736:093,RETAIN,31
20180715-014611:919,RERUN,11
20180715-014537:351,RETAIN,20
20180715-015205:174,RETAIN,22
20180715-015245:322,RETAIN,2
20180715-015209:717,RETAIN,0
20180715-015234:201,RETAIN,16
20180715-015535:562,RETAIN,32
20180715-015442:360,RETAIN,13
20180715-014128:806,RETAIN,23
20180715-015929:141,RETAIN,19
20180715-015455:546,RETAIN,28
20180715-015527:391,RETAIN,14
20180715-020128:363,RETAIN,9
20180715-020119:045,RETAIN,14
20180715-020324:248,RETAIN,22
20180715-020217:052,RETAIN,0
20180715-020352:189,RETAIN,20
20180715-020842:325,RETAIN,16
20180715-015617:720,RETAIN,6
20180715-021006:517,RETAIN,13
20180715-021151:828,RETAIN,27
20180715-021231:124,RETAIN,29
20180715-020758:671,RETAIN,24
20180715-020836:661,RETAIN,24
20180715-021251:817,RETAIN,2
20180715-021610:295,RETAIN,22
20180715-021537:966,RETAIN,16
20180715-015713:871,RETAIN,20
20180715-021859:478,RETAIN,7
20180715-021532:138,RETAIN,6
20180715-021945:347,RETAIN,27
20180715-021740:018,RETAIN,16
20180715-021931:278,RETAIN,14
20180715-021923:465,RETAIN,22
20180715-022422:286,RETAIN,22
20180715-022239:629,RETAIN,2
20180715-022641:175,RETAIN,22
20180715-022352:015,RERUN,16
20180715-022527:214,RETAIN,14
20180715-022751:029,RETAIN,18
20180715-022820:712,RETAIN,16
20180715-023131:414,RETAIN,20
20180715-021445:622,RETAIN,17
20180715-023009:481,RETAIN,36
20180715-022925:697,RETAIN,4
20180715-023247:796,RETAIN,9
20180715-023423:772,RETAIN,7
20180715-023711:541,RETAIN,22
20180715-023633:896,RETAIN,57
20180715-023446:212,RERUN,26
20180715-024005:347,RETAIN,18
20180715-023457:983,RETAIN,6
20180715-024055:034,RETAIN,20
20180715-023955:563,RERUN,8
20180715-024542:132,RETAIN,30
20180715-024241:891,RETAIN,0
20180715-024453:927,RETAIN,16
20180715-024512:735,RERUN,9
20180715-024734:512,RETAIN,14
20180715-022923:413,RETAIN,20
20180715-024725:616,RETAIN,19
20180715-024552:623,RETAIN,8
20180715-025248:199,RETAIN,20
20180715-025336:978,RETAIN,8
20180715-024942:946,RETAIN,24
20180715-024931:394,RETAIN,34
20180715-025537:392,RETAIN,22
20180715-025332:150,RETAIN,8
20180715-025345:912,RETAIN,22
20180715-025448:898,RETAIN,3
20180715-030030:903,RETAIN,20
20180715-025522:766,RETAIN,63
20180715-030136:005,RETAIN,17
20180715-030300:762,RETAIN,45
20180715-030138:790,RETAIN,37
20180715-024528:791,RETAIN,22
20180715-030022:222,RETAIN,8
20180715-030357:120,RETAIN,19
20180715-030516:287,RERUN,32
20180715-030839:254,RETAIN,25
20180715-030812:639,RETAIN,5
20180715-030714:427,RETAIN,3
20180715-031059:960,RETAIN,10
20180715-031156:689,RETAIN,38
20180715-031111:245,RETAIN,8
20180715-031147:430,RETAIN,12
20180715-031653:774,RETAIN,48
20180715-031413:664,RETAIN,6
20180715-031559:627,RETAIN,0
20180715-031452:336,RERUN,7
20180715-031616:555,RETAIN,16
20180715-031824:284,RETAIN,8
20180715-031915:808,RETAIN,20
20180715-030057:619,RETAIN,21
20180715-032358:103,RETAIN,17
20180715-032107:494,RETAIN,8
20180715-032125:265,RERUN,24
20180715-032705:392,RETAIN,19
20180715-032412:954,RETAIN,2
20180715-032547:958,RETAIN,8
20180715-032502:590,RETAIN,10
20180715-032546:391,RERUN,4
20180715-033203:135,RETAIN,18
20180715-032559:531,RETAIN,1
20180715-033424:647,RETAIN,22
20180715-033012:212,RETAIN,18
20180715-033413:198,RETAIN,12
20180715-033049:340,RETAIN,27
20180715-031736:900,RETAIN,20
20180715-033419:620,RETAIN,27
20180715-033429:568,RETAIN,13
20180715-033343:884,RETAIN,10
20180715-034003:562,RETAIN,26
20180715-034234:367,RETAIN,8
20180715-033953:553,RERUN,6
20180715-034324:059,RETAIN,12
20180715-034449:463,RETAIN,37
20180715-034142:305,RERUN,7
20180715-034217:501,RETAIN,14
20180715-034822:909,RETAIN,22
20180715-034539:313,RETAIN,10
20180715-034600:546,RETAIN,18
20180715-035012:117,RETAIN,20
20180715-033237:114,RETAIN,21
20180715-035030:348,RETAIN,7
20180715-035002:368,RETAIN,4
20180715-035533:706,RETAIN,22
20180715-035112:321,RETAIN,14
20180715-035142:884,RETAIN,11
20180715-035413:606,RETAIN,1
20180715-035827:792,RETAIN,22
20180715-035501:245,RERUN,14
20180715-035438:118,RETAIN,52
20180715-035947:000,RETAIN,2
20180715-040335:570,RETAIN,11
20180715-040150:801,RETAIN,0
20180715-040613:599,RETAIN,22
20180715-040432:655,RETAIN,0
20180715-040745:950,RETAIN,35
20180715-040300:870,RERUN,9
20180715-040410:179,RETAIN,27
20180715-034825:809,RETAIN,25
20180715-040711:475,RERUN,11
20180715-040627:524,RETAIN,5
20180715-041101:969,RETAIN,34
20180715-041044:734,RETAIN,57
20180715-041446:512,RETAIN,22
20180715-041519:631,RETAIN,4
20180715-041559:487,RETAIN,16
20180715-041247:534,RETAIN,15
20180715-041244:303,RETAIN,58
20180715-041848:768,RETAIN,18
20180715-041613:186,RERUN,20
20180715-041557:423,RETAIN,29
20180715-042232:308,RETAIN,16
20180715-040429:057,RETAIN,23
20180715-042121:925,RETAIN,8
20180715-042545:272,RETAIN,17
20180715-042438:817,RETAIN,26
20180715-042533:699,RETAIN,0
20180715-042442:172,RETAIN,40
20180715-042413:164,RETAIN,27
20180715-043040:342,RETAIN,20
20180715-042631:651,RERUN,51
20180715-042642:068,RETAIN,23
20180715-043248:578,RETAIN,17
20180715-043411:350,RETAIN,24
20180715-043011:770,RETAIN,2
20180715-043511:963,RETAIN,8
20180715-043441:597,RETAIN,102
20180715-043320:309,RERUN,17
20180715-043817:369,RETAIN,16
20180715-042101:390,RETAIN,22
20180715-044210:796,RETAIN,12
20180715-043830:205,RETAIN,26
20180715-043830:243,RERUN,12
20180715-044347:550,RETAIN,15
20180715-044247:355,RETAIN,14
20180715-044637:908,RETAIN,16
20180715-044435:363,RERUN,20
20180715-044531:944,RETAIN,0
20180715-044504:197,RETAIN,16
20180715-044955:877,RETAIN,7
20180715-045201:913,RETAIN,20
20180715-045144:707,RETAIN,7
20180715-044914:095,RETAIN,26
20180715-044929:302,RETAIN,28
20180715-045421:673,RETAIN,22
20180715-045346:707,RETAIN,17
20180715-043810:437,RETAIN,22
20180715-045603:891,RETAIN,8
20180715-045519:267,RETAIN,11
20180715-045537:516,RETAIN,2
20180715-045921:495,RETAIN,20
20180715-050239:527,RETAIN,17
20180715-045913:498,RERUN,11
20180715-045919:209,RETAIN,7
20180715-050008:648,RETAIN,62
20180715-050536:141,RERUN,6
20180715-050614:898,RETAIN,0
20180715-050836:493,RETAIN,19
20180715-050249:734,RETAIN,20
20180715-050441:517,RERUN,9
20180715-051012:459,RETAIN,15
20180715-051107:327,RETAIN,21
20180715-051151:455,RERUN,14
20180715-045345:275,RETAIN,20
20180715-051138:487,RETAIN,0
20180715-051312:101,RERUN,24
20180715-051644:570,RETAIN,17
20180715-051457:430,RETAIN,6
20180715-051534:776,RETAIN,7
20180715-051452:618,RETAIN,8
20180715-051845:544,RETAIN,15
20180715-052116:264,RETAIN,25
20180715-052209:530,RETAIN,0
20180715-052516:447,RETAIN,37
20180715-052027:078,RETAIN,20
20180715-052131:456,RETAIN,13
20180715-052621:197,RETAIN,19
20180715-052515:629,RETAIN,37
20180715-052359:773,RERUN,67
20180715-052456:755,RETAIN,68
20180715-051123:149,RETAIN,18
20180715-053156:525,RETAIN,22
20180715-053113:803,RETAIN,0
20180715-053048:685,RETAIN,32
20180715-053100:538,RETAIN,21
20180715-053417:787,RETAIN,18
20180715-054117:358,RETAIN,0
20180715-053442:194,RETAIN,3
20180715-054025:675,RETAIN,0
20180715-053328:590,RERUN,13
20180715-053403:714,RETAIN,16
20180715-053942:984,RETAIN,68
20180715-054239:498,RERUN,16
20180715-054633:438,RETAIN,10
20180715-054024:327,RETAIN,8
20180715-052817:887,RETAIN,23
20180715-054556:748,RETAIN,8
20180715-054920:984,RETAIN,28
20180715-055139:587,RETAIN,0
20180715-055038:370,RETAIN,0
20180715-054542:170,RERUN,11
20180715-054503:234,RETAIN,22
20180715-055111:480,RETAIN,14
20180715-055656:675,RETAIN,27
20180715-055522:683,RETAIN,0
20180715-055655:467,RETAIN,16
20180715-060300:202,RETAIN,10
20180715-054331:286,RETAIN,91
20180715-055604:094,RETAIN,20
20180715-055539:806,RERUN,26
20180715-060800:805,RETAIN,5
20180715-060507:861,RETAIN,13
20180715-055932:011,RETAIN,4
20180715-060451:750,RETAIN,6
20180715-061258:810,RETAIN,0
20180715-061109:601,RETAIN,6
20180715-060739:983,RERUN,22
20180715-060714:111,RETAIN,24
20180715-061216:651,RETAIN,13
20180715-061801:800,RETAIN,0
20180715-061440:163,RETAIN,5
20180715-055906:636,RETAIN,0
20180715-062306:110,RETAIN,0
20180715-061817:103,RERUN,14
20180715-061809:680,RETAIN,47
20180715-062056:287,RERUN,10
20180715-061938:641,RETAIN,13
20180715-062833:191,RETAIN,18
20180715-062423:629,RETAIN,1
20180715-063340:480,RETAIN,12
20180715-062854:756,RETAIN,18
20180715-062914:415,RETAIN,15
20180715-061417:165,RETAIN,22
20180715-062910:011,RETAIN,23
20180715-063832:645,RETAIN,20
20180715-062928:485,RETAIN,5
20180715-063406:463,RETAIN,46
20180715-064327:493,RETAIN,12
20180715-064029:444,RETAIN,4
20180715-064012:603,RERUN,12
20180715-063927:464,RETAIN,12
20180715-064824:074,RETAIN,0
20180715-064135:776,RETAIN,8
20180715-064410:483,RETAIN,21
20180715-065321:885,RETAIN,12
20180715-063104:451,RETAIN,21
20180715-064949:662,RETAIN,63
20180715-064935:571,RETAIN,30
20180715-064908:851,RERUN,16
20180715-065826:907,RETAIN,4
20180715-065021:904,RETAIN,14
20180715-065416:996,RETAIN,0
20180715-070323:994,RETAIN,0
20180715-070022:798,RETAIN,68
20180715-065939:203,RERUN,19
20180715-070005:881,RETAIN,28
20180715-070813:695,RETAIN,8
20180715-070058:193,RETAIN,8
20180715-070344:567,RETAIN,2
20180715-064728:929,RETAIN,20
20180715-071315:563,RETAIN,15
20180715-071030:316,RETAIN,23
20180715-071109:716,RETAIN,42
20180715-071106:045,RETAIN,26
20180715-071039:638,RERUN,16
20180715-071327:461,RETAIN,4
20180715-071815:160,RETAIN,8
20180715-072444:536,RETAIN,4
20180715-072008:820,RETAIN,5
20180715-070259:389,RETAIN,16
20180715-072247:791,RETAIN,0
20180715-072017:057,RETAIN,36
20180715-072027:498,RERUN,50
20180715-072004:203,RETAIN,18
20180715-073109:218,RETAIN,17
20180715-073008:702,RETAIN,28
20180715-073045:007,RETAIN,9
20180715-073140:322,RETAIN,0
20180715-072922:452,RERUN,45
20180715-072915:442,RETAIN,20
20180715-073744:891,RETAIN,8
20180715-073609:781,RETAIN,22
20180715-073958:435,RETAIN,14
20180715-071920:212,RETAIN,17
20180715-074407:651,RETAIN,10
20180715-074157:921,RETAIN,6
20180715-074055:905,RETAIN,10
20180715-074026:391,RETAIN,30
20180715-074306:902,RETAIN,3
20180715-074611:092,RETAIN,15
20180715-075040:647,RETAIN,8
20180715-075704:345,RETAIN,9
20180715-075032:303,RETAIN,9
20180715-075037:259,RETAIN,8
20180715-075052:469,RERUN,0
20180715-075410:360,RETAIN,24
20180715-073741:316,RETAIN,20
20180715-080346:565,RETAIN,8
20180715-080031:686,RETAIN,22
20180715-080201:071,RETAIN,18
20180715-080032:762,RERUN,4
20180715-080025:639,RETAIN,22
20180715-081022:674,RETAIN,12
20180715-075320:033,RETAIN,20
20180715-081642:745,RETAIN,6
20180715-081230:497,RERUN,9
20180715-081041:905,RETAIN,14
20180715-081156:080,RERUN,18
20180715-081223:254,RETAIN,0
20180715-082304:466,RETAIN,0
20180715-082120:461,RETAIN,14
20180715-082156:549,RETAIN,11
20180715-082928:414,RETAIN,9
20180715-082156:608,RETAIN,15
20180715-082252:915,RERUN,13
20180715-081116:822,RETAIN,22
20180715-083556:147,RETAIN,47
20180715-083124:412,RETAIN,13
20180715-083039:232,RERUN,9
20180715-083146:044,RERUN,16
20180715-083121:310,RETAIN,36
20180715-084238:954,RETAIN,11
20180715-084105:256,RETAIN,8
20180715-084121:877,RETAIN,12
20180715-082612:028,RETAIN,106
20180715-084902:462,RETAIN,12
20180715-084451:719,RETAIN,4
20180715-084358:167,RERUN,9
20180715-085538:159,RETAIN,56
20180715-085134:938,RETAIN,48
20180715-085019:253,RETAIN,48
20180715-085412:503,RERUN,10
20180715-085535:891,RETAIN,0
20180715-090158:102,RETAIN,12
20180715-084349:024,RETAIN,22
20180715-090357:298,RETAIN,0
20180715-090827:058,RETAIN,8
20180715-090036:393,RETAIN,66
20180715-090047:800,RERUN,19
20180715-091339:564,RETAIN,0
20180715-091452:671,RETAIN,16
20180715-091301:001,RETAIN,12
20180715-091232:306,RETAIN,20
20180715-092115:011,RETAIN,14
20180715-085925:266,RETAIN,17
20180715-092742:495,RETAIN,0
20180715-092241:421,RETAIN,8
20180715-092330:986,RERUN,15
20180715-091520:393,RETAIN,22
20180715-093234:175,RETAIN,40
20180715-093211:410,RETAIN,40
20180715-094410:817,RETAIN,33
20180715-094411:473,RETAIN,8
20180715-093149:141,RETAIN,19
20180715-095145:513,RETAIN,33
20180715-095453:157,RETAIN,25
20180715-095910:771,RETAIN,24
20180715-100247:789,RETAIN,0
20180715-094828:436,RETAIN,22
20180715-101046:245,RETAIN,0
20180715-100907:331,RETAIN,0
20180715-100430:458,RETAIN,22
20180715-102110:530,RETAIN,20
20180715-103727:959,RETAIN,37
20180715-105419:826,RETAIN,22
20180715-111118:581,RETAIN,20
20180715-112713:348,RETAIN,27
20180715-114211:961,RETAIN,19
20180715-115944:660,RETAIN,20
20180715-121632:341,RETAIN,21
20180715-123330:258,RETAIN,22
20180715-124927:481,RETAIN,20
20180715-130711:351,RETAIN,13
20180715-132341:762,RETAIN,24
20180715-134343:009,RETAIN,20
20180715-135856:078,RETAIN,19
20180715-141518:403,RETAIN,22
20180715-143103:617,RETAIN,22
20180715-144752:238,RETAIN,106
20180715-150310:788,RETAIN,24
20180715-151926:888,RETAIN,104
20180715-153448:028,RETAIN,19
20180715-155132:159,RETAIN,28
20180715-160814:928,RETAIN,42
20180715-162449:603,RETAIN,22
20180715-164047:986,RETAIN,22
20180715-165813:562,RETAIN,32
20180715-171333:958,RETAIN,22
20180715-173018:435,RETAIN,18
20180715-174605:723,RETAIN,15
20180715-180332:515,RETAIN,22
20180715-181944:451,RETAIN,23
20180715-183535:045,RETAIN,17
20180715-185328:153,RETAIN,22
20180715-191050:820,RETAIN,21
20180715-192610:158,RETAIN,20
20180715-194341:972,RETAIN,17
20180715-195859:356,RETAIN,17
20180715-201601:699,RETAIN,22
20180715-203105:581,RETAIN,22
20180715-204738:896,RETAIN,18
20180715-210405:392,RETAIN,24
20180715-212118:486,RETAIN,24
20180715-213920:625,RETAIN,22
20180715-215545:989,RETAIN,20
20180715-221236:776,RETAIN,82
20180715-223036:119,RETAIN,20
20180715-224702:161,RETAIN,23
20180715-230401:115,RETAIN,17
20180715-231904:226,RETAIN,16
20180715-233510:525,RETAIN,20
20180715-235057:727,RETAIN,20
20180716-000827:647,RETAIN,20
20180716-002401:744,RETAIN,22
20180716-004052:528,RETAIN,22
20180716-005627:633,RETAIN,0
