start.time,action,v.M
20180712-173159:776,RETAIN,33
20180712-173139:905,RETAIN,39
20180712-173044:646,RETAIN,2
20180712-173349:033,RETAIN,77
20180712-173604:598,RETAIN,82
20180712-173636:991,RETAIN,56
20180712-173732:889,RETAIN,12
20180712-173834:089,RETAIN,75
20180712-173846:518,RETAIN,84
20180712-174058:566,RETAIN,19
20180712-174050:131,RETAIN,78
20180712-174115:671,RETAIN,81
20180712-174313:585,RETAIN,79
20180712-172215:167,RETAIN,79
20180712-174534:938,RETAIN,80
20180712-174531:205,RETAIN,0
20180712-174728:365,RETAIN,39
20180712-174752:364,RETAIN,55
20180712-174805:653,RETAIN,84
20180712-175006:581,RETAIN,34
20180712-175017:273,RETAIN,9
20180712-175037:259,RETAIN,55
20180712-175226:766,RETAIN,48
20180712-175509:614,RETAIN,77
20180712-175444:549,RETAIN,30
20180712-175649:551,RETAIN,67
20180712-175734:696,RETAIN,42
20180712-175712:802,RETAIN,38
20180712-175904:134,RETAIN,48
20180712-175933:585,RETAIN,56
20180712-180006:258,RETAIN,22
20180712-180202:626,RETAIN,23
20180712-180404:260,RETAIN,78
20180712-180413:783,RETAIN,35
20180712-180613:669,RETAIN,30
20180712-180651:073,RETAIN,1
20180712-180642:969,RETAIN,0
20180712-180806:039,RETAIN,17
20180712-180900:713,RETAIN,66
20180712-174434:031,RETAIN,76
20180712-181012:307,RETAIN,70
20180712-181124:046,RETAIN,5
20180712-181258:315,RETAIN,35
20180712-181345:995,RETAIN,51
20180712-181551:620,RETAIN,56
20180712-181608:721,RETAIN,78
20180712-181653:680,RETAIN,55
20180712-181631:318,RETAIN,67
20180712-181813:380,RETAIN,38
20180712-181936:885,RETAIN,23
20180712-182115:142,RETAIN,1
20180712-182219:768,RETAIN,52
20180712-182248:522,RETAIN,4
20180712-182507:795,RETAIN,30
20180712-182554:927,RETAIN,46
20180712-182533:002,RETAIN,69
20180712-182600:635,RETAIN,20
20180712-182722:756,RETAIN,26
20180712-182859:218,RETAIN,9
20180712-183042:585,RETAIN,0
20180712-183108:491,RETAIN,77
20180712-183223:234,RETAIN,6
20180712-183440:498,RETAIN,8
20180712-183419:976,RETAIN,1
20180712-183445:010,RETAIN,52
20180712-180744:818,RERUN,59
20180712-183527:969,RETAIN,15
20180712-183702:030,RETAIN,62
20180712-183815:868,RETAIN,1
20180712-184001:119,RETAIN,59
20180712-183952:334,RETAIN,4
20180712-184133:864,RETAIN,10
20180712-184346:411,RETAIN,0
20180712-184337:210,RETAIN,0
20180712-184410:515,RETAIN,1
20180712-184513:745,RETAIN,49
20180712-184646:585,RETAIN,34
20180712-184733:135,RETAIN,45
20180712-184913:598,RETAIN,5
20180712-184900:108,RETAIN,6
20180712-185103:006,RETAIN,5
20180712-185228:071,RETAIN,19
20180712-185236:750,RETAIN,6
20180712-185323:135,RETAIN,0
20180712-185429:774,RETAIN,0
20180712-185552:930,RETAIN,33
20180712-185644:391,RETAIN,30
20180712-183308:849,RETAIN,77
20180712-185824:506,RETAIN,1
20180712-185805:996,RETAIN,3
20180712-190011:050,RETAIN,0
20180712-190111:279,RETAIN,0
20180712-190142:081,RETAIN,0
20180712-190235:291,RETAIN,0
20180712-190344:386,RETAIN,8
20180712-190505:827,RETAIN,4
20180712-190556:884,RETAIN,3
20180712-190706:193,RETAIN,5
20180712-190720:719,RETAIN,32
20180712-190850:214,RETAIN,2
20180712-191001:211,RETAIN,8
20180712-191042:454,RETAIN,23
20180712-191159:097,RETAIN,6
20180712-191250:674,RETAIN,5
20180712-191416:986,RETAIN,78
20180712-191512:280,RETAIN,8
20180712-191546:416,RETAIN,0
20180712-191616:738,RETAIN,0
20180712-191819:154,RETAIN,0
20180712-191914:233,RETAIN,6
20180712-185636:472,RETAIN,82
20180712-191949:125,RETAIN,0
20180712-192104:880,RETAIN,1
20180712-192152:436,RETAIN,9
20180712-192319:997,RETAIN,5
20180712-192429:743,RETAIN,0
20180712-192407:397,RERUN,4
20180712-192525:237,RETAIN,10
20180712-192755:520,RETAIN,3
20180712-192708:351,RETAIN,0
20180712-192926:240,RETAIN,12
20180712-193036:007,RETAIN,0
20180712-193110:482,RETAIN,1
20180712-193321:586,RETAIN,6
20180712-193319:164,RETAIN,1
20180712-193229:836,RETAIN,0
20180712-193442:881,RETAIN,3
20180712-193633:891,RETAIN,33
20180712-193620:295,RETAIN,0
20180712-193831:093,RETAIN,0
20180712-194029:489,RETAIN,8
20180712-193956:343,RETAIN,0
20180712-194227:960,RETAIN,8
20180712-194155:082,RETAIN,3
20180712-194331:934,RETAIN,10
20180712-194131:133,RETAIN,4
20180712-191856:026,RETAIN,37
20180712-194508:270,RETAIN,6
20180712-194500:345,RETAIN,0
20180712-194733:583,RETAIN,0
20180712-194923:253,RETAIN,6
20180712-194910:833,RETAIN,0
20180712-195211:150,RETAIN,0
20180712-195140:255,RETAIN,0
20180712-195404:665,RETAIN,2
20180712-195245:988,RETAIN,5
20180712-195243:110,RETAIN,4
20180712-195458:074,RETAIN,4
20180712-195711:363,RETAIN,8
20180712-195827:847,RETAIN,4
20180712-200009:903,RETAIN,0
20180712-200053:403,RETAIN,3
20180712-200237:362,RETAIN,10
20180712-200216:537,RETAIN,0
20180712-200109:904,RETAIN,0
20180712-200244:966,RETAIN,1
20180712-200348:664,RETAIN,1
20180712-194159:995,RETAIN,82
20180712-200607:716,RETAIN,0
20180712-200810:188,RETAIN,0
20180712-200931:248,RETAIN,16
20180712-200920:574,RETAIN,9
20180712-201114:766,RETAIN,1
20180712-201129:709,RETAIN,18
20180712-201051:416,RETAIN,0
20180712-201120:469,RETAIN,0
20180712-201232:748,RETAIN,0
20180712-201510:278,RETAIN,8
20180712-201809:657,RETAIN,4
20180712-201744:853,RETAIN,6
20180712-201940:716,RETAIN,0
20180712-201842:227,RETAIN,11
20180712-202028:077,RETAIN,4
20180712-202052:300,RETAIN,4
20180712-202011:422,RETAIN,9
20180712-202137:245,RETAIN,0
20180712-202420:158,RETAIN,33
20180712-202633:993,RETAIN,5
20180712-202645:247,RETAIN,2
20180712-202907:277,RETAIN,1
20180712-202820:483,RETAIN,6
20180712-200453:878,RETAIN,18
20180712-202843:668,RETAIN,2
20180712-202946:068,RETAIN,1
20180712-203040:530,RETAIN,12
20180712-203006:576,RETAIN,3
20180712-203300:585,RETAIN,5
20180712-203522:994,RETAIN,6
20180712-203538:068,RETAIN,0
20180712-203747:861,RETAIN,0
20180712-203756:275,RETAIN,8
20180712-203734:122,RETAIN,4
20180712-203844:540,RETAIN,7
20180712-203931:874,RETAIN,16
20180712-203928:292,RETAIN,0
20180712-204211:546,RETAIN,12
20180712-204440:248,RETAIN,8
20180712-204453:064,RETAIN,9
20180712-204746:121,RETAIN,0
20180712-204706:627,RETAIN,1
20180712-204813:637,RETAIN,4
20180712-204818:961,RETAIN,0
20180712-204840:392,RETAIN,28
20180712-204728:033,RETAIN,31
20180712-202828:848,RETAIN,31
20180712-205151:910,RETAIN,10
20180712-205306:956,RETAIN,4
20180712-205347:467,RETAIN,0
20180712-205606:971,RETAIN,15
20180712-205715:974,RETAIN,18
20180712-205739:723,RETAIN,6
20180712-205611:546,RETAIN,2
20180712-205724:374,RETAIN,5
20180712-205724:831,RETAIN,1
20180712-210135:148,RETAIN,0
20180712-210247:205,RETAIN,2
20180712-210056:378,RETAIN,41
20180712-210500:469,RETAIN,8
20180712-210621:517,RETAIN,38
20180712-210600:220,RETAIN,0
20180712-210634:862,RETAIN,15
20180712-210720:138,RETAIN,9
20180712-210733:783,RETAIN,10
20180712-211022:271,RETAIN,3
20180712-211138:447,RETAIN,1
20180712-211135:336,RETAIN,0
20180712-205055:063,RETAIN,75
20180712-211314:137,RETAIN,8
20180712-211533:928,RETAIN,12
20180712-211615:525,RETAIN,8
20180712-211540:799,RETAIN,0
20180712-211551:940,RETAIN,4
20180712-211644:278,RETAIN,31
20180712-211904:509,RETAIN,3
20180712-212030:873,RETAIN,1
20180712-212014:818,RETAIN,2
20180712-212309:055,RETAIN,76
20180712-212615:137,RETAIN,0
20180712-212621:725,RETAIN,4
20180712-212612:591,RETAIN,8
20180712-212551:331,RETAIN,1
20180712-212529:893,RETAIN,12
20180712-212737:651,RETAIN,30
20180712-212947:779,RETAIN,3
20180712-213001:133,RETAIN,20
20180712-213144:509,RETAIN,0
20180712-211247:896,RETAIN,82
20180712-213549:612,RETAIN,5
20180712-213513:572,RETAIN,15
20180712-213624:057,RETAIN,1
20180712-213543:984,RETAIN,9
20180712-213644:635,RETAIN,5
20180712-213728:554,RETAIN,0
20180712-213955:916,RETAIN,11
20180712-214040:841,RETAIN,0
20180712-214239:468,RETAIN,23
20180712-214426:725,RETAIN,20
20180712-214520:596,RETAIN,3
20180712-214453:575,RETAIN,0
20180712-214529:044,RETAIN,6
20180712-214638:882,RETAIN,38
20180712-214541:275,RETAIN,5
20180712-214952:794,RETAIN,3
20180712-214925:500,RETAIN,2
20180712-215139:129,RETAIN,8
20180712-215334:480,RETAIN,43
20180712-215532:183,RETAIN,5
20180712-215455:587,RETAIN,48
20180712-215424:561,RETAIN,5
20180712-215506:393,RETAIN,2
20180712-215541:475,RETAIN,10
20180712-213431:376,RETAIN,3
20180712-215839:822,RETAIN,18
20180712-215912:580,RETAIN,5
20180712-220116:743,RETAIN,44
20180712-220327:544,RETAIN,58
20180712-220435:484,RETAIN,0
20180712-220456:301,RETAIN,7
20180712-220507:137,RETAIN,41
20180712-220448:167,RETAIN,49
20180712-220437:216,RETAIN,71
20180712-220711:389,RETAIN,17
20180712-220850:328,RETAIN,5
20180712-221249:303,RETAIN,4
20180712-221350:236,RETAIN,29
20180712-221426:058,RETAIN,4
20180712-221402:418,RETAIN,11
20180712-221353:685,RETAIN,50
20180712-221605:761,RETAIN,32
20180712-221852:018,RETAIN,39
20180712-215703:411,RETAIN,4
20180712-222308:706,RETAIN,1
20180712-222233:051,RETAIN,30
20180712-222356:700,RETAIN,8
20180712-221914:470,RETAIN,5
20180712-224044:758,RETAIN,15
20180712-230158:861,RETAIN,1
20180712-232323:989,RETAIN,0
20180712-234458:094,RETAIN,1
20180713-000744:825,RETAIN,0
20180713-002901:095,RETAIN,0
20180713-004953:661,RETAIN,4
20180713-011053:160,RETAIN,0
20180713-013204:021,RETAIN,4
20180713-015322:017,RETAIN,5
20180713-021402:298,RETAIN,4
20180713-023500:928,RETAIN,0
20180713-025657:689,RETAIN,6
20180713-031737:807,RETAIN,5
20180713-033921:629,RETAIN,3
20180713-040003:794,RETAIN,1
20180713-042140:302,RETAIN,8
20180713-044155:662,RETAIN,0
20180713-050159:505,RETAIN,22
20180713-052349:980,RETAIN,0
20180713-054406:897,RETAIN,25
20180713-060552:545,RETAIN,46
20180713-062812:848,RETAIN,6
20180713-064925:566,RETAIN,12
