start.time,action,v.M
20180715-005609:451,RETAIN,16
20180715-005845:572,RETAIN,22
20180715-010006:128,RETAIN,22
20180715-010135:665,RETAIN,20
20180715-010321:035,RETAIN,36
20180715-010141:596,RETAIN,22
20180715-005924:153,RETAIN,17
20180715-010256:394,RETAIN,26
20180715-010301:158,RETAIN,40
20180715-010237:311,RETAIN,40
20180715-010345:080,RETAIN,9
20180715-005735:784,RETAIN,47
20180715-010238:409,RETAIN,20
20180715-010117:100,RETAIN,20
20180715-010343:192,RETAIN,57
20180715-010401:866,RETAIN,22
20180715-010701:832,RETAIN,18
20180715-010856:882,RETAIN,75
20180715-010118:640,RERUN,37
20180715-010947:520,RETAIN,17
20180715-010857:643,RETAIN,43
20180715-005623:097,RETAIN,43
20180715-010808:426,RETAIN,22
20180715-011025:948,RETAIN,22
20180715-005524:128,RETAIN,63
20180715-010902:970,RETAIN,11
20180715-011112:087,RETAIN,20
20180715-011119:672,RETAIN,21
20180715-010851:264,RETAIN,69
20180715-010936:960,RETAIN,19
20180715-010844:900,RETAIN,113
20180715-010944:526,RETAIN,113
20180715-011011:636,RETAIN,22
20180715-011238:549,RETAIN,19
20180715-011411:846,RETAIN,19
20180715-011418:845,RETAIN,14
20180715-011530:597,RETAIN,21
20180715-011638:873,RETAIN,19
20180715-011710:235,RETAIN,17
20180715-010229:748,RETAIN,22
20180715-011734:691,RETAIN,22
20180715-011812:304,RETAIN,19
20180715-011632:590,RETAIN,20
20180715-011236:583,RETAIN,17
20180715-011902:669,RETAIN,16
20180715-011818:367,RETAIN,76
20180715-012118:025,RETAIN,48
20180715-011805:197,RETAIN,13
20180715-011915:217,RETAIN,16
20180715-012009:870,RETAIN,31
20180715-012303:691,RETAIN,22
20180715-012158:342,RETAIN,20
20180715-011018:125,RETAIN,68
20180715-012155:807,RETAIN,21
20180715-011850:214,RETAIN,21
20180715-012326:682,RETAIN,59
20180715-012555:521,RETAIN,40
20180715-012513:902,RETAIN,22
20180715-012544:381,RETAIN,37
20180715-012543:095,RETAIN,22
20180715-012527:136,RETAIN,19
20180715-012813:740,RETAIN,20
20180715-012849:197,RETAIN,20
20180715-012758:906,RETAIN,22
20180715-012921:933,RETAIN,36
20180715-012908:603,RETAIN,54
20180715-013022:985,RETAIN,20
20180715-013036:283,RETAIN,15
20180715-011603:414,RETAIN,69
20180715-013048:064,RETAIN,22
20180715-012559:933,RETAIN,60
20180715-012731:429,RETAIN,16
20180715-013400:204,RETAIN,20
20180715-013302:609,RETAIN,22
20180715-013346:823,RETAIN,20
20180715-013022:766,RETAIN,22
20180715-013347:713,RETAIN,71
20180715-013624:989,RETAIN,22
20180715-013522:724,RETAIN,22
20180715-013234:651,RETAIN,23
20180715-013815:044,RETAIN,18
20180715-013959:556,RETAIN,22
20180715-013854:530,RETAIN,76
20180715-012210:134,RETAIN,21
20180715-014252:047,RETAIN,20
20180715-013811:548,RETAIN,12
20180715-014310:358,RETAIN,44
20180715-014241:685,RETAIN,22
20180715-014109:510,RETAIN,53
20180715-014040:429,RETAIN,31
20180715-013912:502,RETAIN,41
20180715-014423:865,RETAIN,20
20180715-014313:512,RETAIN,85
20180715-014103:853,RETAIN,14
20180715-014541:442,RETAIN,22
20180715-014031:603,RETAIN,11
20180715-014531:811,RETAIN,22
20180715-014236:881,RETAIN,15
20180715-014733:526,RETAIN,24
20180715-014611:885,RETAIN,19
20180715-012937:447,RETAIN,68
20180715-014747:650,RETAIN,48
20180715-014948:233,RETAIN,22
20180715-015057:617,RETAIN,42
20180715-015052:668,RETAIN,22
20180715-015024:358,RETAIN,34
20180715-014941:348,RETAIN,60
20180715-014900:097,RETAIN,16
20180715-015209:253,RETAIN,22
20180715-015405:352,RETAIN,20
20180715-013932:983,RETAIN,45
20180715-015330:387,RETAIN,19
20180715-015320:290,RETAIN,20
20180715-015609:086,RETAIN,22
20180715-015019:227,RETAIN,86
20180715-015245:814,RERUN,42
20180715-015140:930,RERUN,42
20180715-015554:160,RETAIN,17
20180715-015246:986,RETAIN,15
20180715-015637:252,RETAIN,20
20180715-015912:612,RETAIN,23
20180715-015822:391,RETAIN,21
20180715-015911:148,RETAIN,22
20180715-015920:850,RETAIN,22
20180715-020115:778,RETAIN,20
20180715-014639:720,RETAIN,52
20180715-020330:580,RETAIN,22
20180715-020202:962,RETAIN,22
20180715-020236:411,RETAIN,20
20180715-020040:228,RETAIN,38
20180715-015955:174,RERUN,17
20180715-020553:323,RETAIN,30
20180715-020710:470,RETAIN,22
20180715-020201:359,RETAIN,30
20180715-020403:856,RETAIN,82
20180715-020658:037,RETAIN,23
20180715-020248:593,RETAIN,29
20180715-020906:287,RETAIN,20
20180715-020244:712,RETAIN,22
20180715-021216:380,RETAIN,18
20180715-021039:386,RETAIN,20
20180715-020213:296,RERUN,36
20180715-015244:251,RETAIN,14
20180715-020242:352,RETAIN,14
20180715-021202:115,RETAIN,22
20180715-020832:507,RETAIN,78
20180715-021208:353,RETAIN,19
20180715-021205:861,RETAIN,13
20180715-021554:676,RETAIN,19
20180715-021520:390,RETAIN,39
20180715-021501:603,RERUN,58
20180715-021134:835,RETAIN,24
20180715-020048:119,RETAIN,80
20180715-021923:718,RETAIN,19
20180715-021712:315,RETAIN,20
20180715-021633:911,RETAIN,82
20180715-021646:044,RETAIN,77
20180715-021635:268,RETAIN,58
20180715-022016:898,RETAIN,23
20180715-021747:889,RETAIN,12
20180715-021910:884,RETAIN,45
20180715-021652:112,RETAIN,15
20180715-022133:840,RETAIN,22
20180715-021650:250,RETAIN,15
20180715-022100:477,RETAIN,82
20180715-022402:068,RETAIN,40
20180715-022725:420,RETAIN,20
20180715-022708:838,RETAIN,18
20180715-022406:911,RERUN,109
20180715-020956:022,RETAIN,9
20180715-022458:807,RETAIN,24
20180715-022419:121,RERUN,11
20180715-022316:993,RETAIN,54
20180715-022845:544,RETAIN,22
20180715-022715:836,RETAIN,86
20180715-022921:520,RETAIN,22
20180715-021521:309,RETAIN,14
20180715-022748:991,RETAIN,78
20180715-023256:420,RETAIN,18
20180715-022944:906,RETAIN,78
20180715-022847:051,RETAIN,110
20180715-022733:039,RERUN,9
20180715-023443:821,RETAIN,17
20180715-022913:064,RETAIN,10
20180715-022814:951,RETAIN,12
20180715-023138:319,RETAIN,1
20180715-023647:795,RETAIN,22
20180715-023458:156,RETAIN,80
20180715-023921:852,RETAIN,19
20180715-023401:139,RERUN,20
20180715-023426:173,RETAIN,24
20180715-023846:889,RETAIN,76
20180715-023354:347,RETAIN,20
20180715-024026:096,RETAIN,81
20180715-024037:212,RETAIN,22
20180715-023945:129,RETAIN,17
20180715-023351:002,RETAIN,17
20180715-024259:131,RETAIN,22
20180715-023954:870,RETAIN,65
20180715-024114:677,RETAIN,79
20180715-022545:759,RETAIN,7
20180715-024618:592,RETAIN,22
20180715-024059:253,RETAIN,24
20180715-024023:426,RERUN,42
20180715-024436:807,RETAIN,82
20180715-024730:268,RETAIN,20
20180715-023015:919,RETAIN,16
20180715-024637:710,RETAIN,32
20180715-024556:459,RERUN,28
20180715-025006:465,RETAIN,17
20180715-025012:461,RETAIN,20
20180715-024713:025,RETAIN,77
20180715-024923:807,RETAIN,78
20180715-024633:447,RETAIN,102
20180715-024813:499,RERUN,14
20180715-025026:976,RETAIN,44
20180715-025424:016,RETAIN,22
20180715-025159:969,RETAIN,86
20180715-025043:530,RERUN,68
20180715-024930:418,RETAIN,53
20180715-025627:489,RETAIN,22
20180715-025838:452,RETAIN,20
20180715-024444:628,RETAIN,23
20180715-025816:464,RETAIN,21
20180715-025609:928,RETAIN,78
20180715-025718:836,RETAIN,42
20180715-025808:480,RETAIN,26
20180715-025757:350,RETAIN,78
20180715-025336:904,RETAIN,10
20180715-025347:208,RETAIN,29
20180715-030259:124,RETAIN,22
20180715-025952:736,RETAIN,81
20180715-030113:451,RETAIN,20
20180715-025929:655,RETAIN,42
20180715-025925:967,RERUN,91
20180715-024828:904,RETAIN,40
20180715-030317:848,RETAIN,82
20180715-030426:636,RETAIN,51
20180715-030607:790,RETAIN,16
20180715-030044:413,RETAIN,18
20180715-030835:017,RETAIN,19
20180715-030046:450,RETAIN,19
20180715-030809:584,RETAIN,30
20180715-031051:370,RETAIN,38
20180715-030903:742,RETAIN,67
20180715-031100:467,RETAIN,17
20180715-030935:622,RETAIN,85
20180715-031048:536,RETAIN,16
20180715-030621:571,RETAIN,120
20180715-030823:910,RERUN,44
20180715-031056:789,RETAIN,21
20180715-030813:440,RETAIN,23
20180715-031451:916,RETAIN,20
20180715-031027:021,RETAIN,54
20180715-031349:680,RETAIN,22
20180715-025738:535,RETAIN,78
20180715-031350:677,RETAIN,22
20180715-031628:320,RETAIN,20
20180715-031334:082,RETAIN,45
20180715-031648:347,RETAIN,8
20180715-031435:287,RETAIN,21
20180715-032005:458,RETAIN,20
20180715-030253:821,RETAIN,10
20180715-032053:451,RETAIN,18
20180715-031950:025,RETAIN,20
20180715-032229:222,RETAIN,22
20180715-032236:067,RETAIN,30
20180715-031855:984,RETAIN,26
20180715-032041:092,RETAIN,49
20180715-031951:105,RERUN,101
20180715-032306:904,RETAIN,20
20180715-032542:088,RETAIN,22
20180715-032120:975,RERUN,18
20180715-032248:911,RETAIN,8
20180715-032539:998,RETAIN,78
20180715-032007:790,RETAIN,10
20180715-032635:671,RETAIN,22
20180715-031933:431,RETAIN,17
20180715-032753:741,RETAIN,50
20180715-031330:093,RETAIN,87
20180715-032623:627,RETAIN,24
20180715-032805:974,RETAIN,20
20180715-032839:160,RETAIN,28
20180715-033039:949,RETAIN,26
20180715-033157:301,RETAIN,20
20180715-031808:063,RETAIN,37
20180715-033232:446,RETAIN,61
20180715-032959:169,RETAIN,46
20180715-033133:367,RETAIN,61
20180715-033354:897,RETAIN,22
20180715-033507:971,RETAIN,22
20180715-033711:693,RETAIN,16
20180715-033009:861,RETAIN,16
20180715-033118:385,RETAIN,14
20180715-033310:911,RETAIN,25
20180715-033210:280,RETAIN,20
20180715-033146:437,RETAIN,15
20180715-033842:439,RETAIN,71
20180715-033836:918,RETAIN,22
20180715-033545:319,RERUN,12
20180715-033412:427,RETAIN,104
20180715-033952:268,RETAIN,22
20180715-034048:024,RETAIN,22
20180715-034305:320,RETAIN,37
20180715-034316:228,RETAIN,22
20180715-034114:779,RETAIN,23
20180715-032705:832,RETAIN,69
20180715-034444:888,RETAIN,92
20180715-034447:837,RETAIN,20
20180715-034504:532,RETAIN,31
20180715-034419:287,RETAIN,16
20180715-034244:130,RERUN,13
20180715-034108:732,RETAIN,48
20180715-034848:831,RETAIN,22
20180715-034612:931,RETAIN,50
20180715-034651:372,RETAIN,20
20180715-034933:892,RETAIN,22
20180715-033223:825,RETAIN,18
20180715-034457:563,RETAIN,20
20180715-034704:610,RERUN,52
20180715-034709:321,RETAIN,126
20180715-035033:521,RETAIN,22
20180715-034515:896,RERUN,61
20180715-035046:940,RETAIN,22
20180715-035134:435,RETAIN,34
20180715-035405:850,RETAIN,19
20180715-035253:852,RETAIN,20
20180715-035611:191,RETAIN,22
20180715-035404:282,RETAIN,18
20180715-035628:337,RETAIN,22
20180715-035520:724,RERUN,25
20180715-035337:864,RETAIN,12
20180715-035548:225,RETAIN,22
20180715-034109:192,RETAIN,53
20180715-035732:116,RETAIN,22
20180715-035319:316,RETAIN,17
20180715-040030:200,RETAIN,17
20180715-035949:913,RETAIN,20
20180715-040022:764,RETAIN,22
20180715-040221:095,RETAIN,22
20180715-035703:560,RETAIN,8
20180715-040250:501,RETAIN,20
20180715-035601:523,RETAIN,20
20180715-040436:250,RETAIN,22
20180715-035628:069,RETAIN,20
20180715-034812:305,RETAIN,42
20180715-040433:112,RETAIN,22
20180715-035609:042,RETAIN,16
20180715-040455:712,RETAIN,20
20180715-040702:636,RETAIN,24
20180715-041023:323,RETAIN,49
20180715-040433:231,RETAIN,21
20180715-040953:867,RETAIN,19
20180715-040512:361,RETAIN,15
20180715-040443:885,RETAIN,38
20180715-040409:791,RERUN,11
20180715-041002:251,RETAIN,17
20180715-041100:089,RETAIN,22
20180715-035604:296,RETAIN,21
20180715-041246:983,RETAIN,20
20180715-041142:546,RETAIN,22
20180715-041335:819,RETAIN,14
20180715-041502:789,RETAIN,20
20180715-041136:716,RETAIN,9
20180715-041048:184,RETAIN,40
20180715-041019:851,RETAIN,18
20180715-041313:595,RETAIN,19
20180715-041607:696,RETAIN,17
20180715-041812:444,RETAIN,21
20180715-041527:891,RETAIN,22
20180715-041852:017,RETAIN,21
20180715-041748:189,RETAIN,16
20180715-040248:409,RETAIN,20
20180715-041532:247,RETAIN,15
20180715-042045:273,RETAIN,22
20180715-041505:553,RETAIN,18
20180715-041841:646,RETAIN,23
20180715-041610:003,RETAIN,13
20180715-042051:483,RETAIN,21
20180715-042223:921,RETAIN,19
20180715-042144:705,RETAIN,20
20180715-041017:970,RETAIN,10
20180715-042446:383,RETAIN,18
20180715-042643:625,RETAIN,22
20180715-042223:349,RETAIN,18
20180715-042333:207,RETAIN,18
20180715-042558:019,RETAIN,18
20180715-042755:981,RETAIN,22
20180715-042620:887,RETAIN,44
20180715-042135:446,RETAIN,32
20180715-042029:025,RERUN,21
20180715-042614:892,RETAIN,7
20180715-042652:266,RETAIN,19
20180715-042752:751,RETAIN,70
20180715-042846:538,RETAIN,53
20180715-041628:937,RETAIN,24
20180715-043107:871,RETAIN,22
20180715-042744:513,RETAIN,34
20180715-043111:545,RETAIN,14
20180715-042934:556,RETAIN,20
20180715-043552:257,RETAIN,79
20180715-043253:786,RETAIN,22
20180715-043619:384,RETAIN,22
20180715-043455:990,RETAIN,17
20180715-043641:858,RETAIN,26
20180715-043426:049,RETAIN,18
20180715-043518:396,RETAIN,20
20180715-043813:026,RETAIN,20
20180715-043258:934,RETAIN,30
20180715-043954:167,RETAIN,17
20180715-044005:623,RETAIN,0
20180715-043234:738,RETAIN,41
20180715-044017:395,RETAIN,22
20180715-043750:611,RETAIN,19
20180715-043221:458,RETAIN,17
20180715-043853:472,RETAIN,13
20180715-042428:497,RETAIN,9
20180715-044322:123,RETAIN,16
20180715-043828:673,RETAIN,31
20180715-044344:752,RETAIN,22
20180715-044141:013,RETAIN,26
20180715-044421:954,RETAIN,21
20180715-044455:149,RETAIN,20
20180715-044851:211,RETAIN,15
20180715-044723:144,RETAIN,19
20180715-043041:068,RETAIN,15
20180715-044725:429,RETAIN,49
20180715-044824:430,RETAIN,22
20180715-044507:459,RETAIN,14
20180715-044841:311,RETAIN,20
20180715-044633:034,RETAIN,15
20180715-044801:812,RETAIN,12
20180715-044826:746,RERUN,20
20180715-044649:328,RETAIN,20
20180715-045216:411,RETAIN,20
20180715-044900:872,RERUN,46
20180715-045108:313,RETAIN,19
20180715-044852:951,RETAIN,15
20180715-045329:652,RETAIN,47
20180715-045224:682,RETAIN,20
20180715-045553:804,RETAIN,19
20180715-045622:506,RETAIN,20
20180715-043911:699,RETAIN,49
20180715-045107:158,RETAIN,20
20180715-045653:579,RETAIN,17
20180715-045528:234,RETAIN,20
20180715-045705:301,RETAIN,18
20180715-045657:918,RETAIN,9
20180715-045933:976,RETAIN,17
20180715-050145:255,RETAIN,22
20180715-050037:580,RETAIN,30
20180715-045758:340,RETAIN,40
20180715-045855:700,RERUN,20
20180715-050138:213,RETAIN,20
20180715-045729:971,RETAIN,70
20180715-045813:995,RERUN,22
20180715-045859:873,RETAIN,14
20180715-050426:119,RETAIN,22
20180715-044554:630,RETAIN,16
20180715-050442:598,RETAIN,19
20180715-050520:084,RETAIN,20
20180715-050449:189,RETAIN,19
20180715-050017:577,RERUN,21
20180715-050202:640,RETAIN,25
20180715-050720:173,RETAIN,42
20180715-050853:000,RETAIN,20
20180715-051020:758,RETAIN,20
20180715-051100:817,RETAIN,22
20180715-051014:579,RETAIN,16
20180715-050744:332,RETAIN,27
20180715-051045:953,RETAIN,26
20180715-051339:847,RETAIN,20
20180715-045253:013,RETAIN,16
20180715-051351:702,RETAIN,13
20180715-050913:280,RETAIN,49
20180715-050810:427,RERUN,16
20180715-051444:108,RETAIN,22
20180715-051430:673,RETAIN,20
20180715-051021:946,RETAIN,40
20180715-050948:725,RERUN,27
20180715-051514:688,RETAIN,43
20180715-051611:187,RETAIN,22
20180715-051318:386,RETAIN,16
20180715-051256:562,RERUN,11
20180715-051912:849,RETAIN,28
20180715-051928:873,RETAIN,77
20180715-050119:985,RETAIN,66
20180715-051857:829,RETAIN,45
20180715-052239:433,RETAIN,16
20180715-052409:258,RETAIN,22
20180715-052202:508,RETAIN,52
20180715-052139:211,RERUN,13
20180715-052207:158,RETAIN,22
20180715-052018:718,RETAIN,14
20180715-052257:045,RETAIN,20
20180715-052310:520,RETAIN,17
20180715-052347:867,RETAIN,16
20180715-052117:749,RETAIN,14
20180715-051301:147,RETAIN,43
20180715-052701:695,RETAIN,22
20180715-052749:656,RETAIN,22
20180715-052702:143,RETAIN,19
20180715-052046:499,RERUN,11
20180715-052032:618,RERUN,18
20180715-052455:601,RETAIN,41
20180715-052927:530,RETAIN,22
20180715-053107:586,RETAIN,22
20180715-052428:762,RERUN,43
20180715-053123:679,RETAIN,22
20180715-053014:659,RETAIN,32
20180715-053220:208,RETAIN,22
20180715-053149:131,RETAIN,22
20180715-053112:686,RETAIN,20
20180715-053102:165,RETAIN,36
20180715-051720:868,RETAIN,19
20180715-053610:750,RETAIN,17
20180715-053048:017,RERUN,17
20180715-053031:269,RETAIN,10
20180715-053639:692,RETAIN,20
20180715-053853:450,RETAIN,22
20180715-053836:019,RETAIN,20
20180715-053605:848,RETAIN,22
20180715-053959:175,RETAIN,19
20180715-053602:914,RETAIN,54
20180715-054141:137,RETAIN,21
20180715-054021:796,RETAIN,40
20180715-053226:575,RERUN,16
20180715-053250:831,RETAIN,42
20180715-054144:566,RETAIN,25
20180715-053549:871,RETAIN,35
20180715-053923:084,RETAIN,18
20180715-054113:722,RERUN,18
20180715-052548:004,RETAIN,10
20180715-054445:389,RETAIN,30
20180715-054520:955,RETAIN,17
20180715-054605:625,RETAIN,20
20180715-054612:832,RETAIN,36
20180715-054645:506,RETAIN,16
20180715-054358:933,RERUN,18
20180715-054849:577,RETAIN,14
20180715-054919:167,RETAIN,22
20180715-054414:057,RETAIN,17
20180715-053301:897,RETAIN,0
20180715-054938:756,RETAIN,16
20180715-055026:039,RETAIN,22
20180715-054750:820,RETAIN,21
20180715-054737:338,RETAIN,27
20180715-054741:874,RETAIN,66
20180715-055337:398,RETAIN,22
20180715-054827:301,RETAIN,19
20180715-055419:514,RETAIN,19
20180715-055401:649,RETAIN,44
20180715-055529:942,RETAIN,22
20180715-055047:375,RETAIN,12
20180715-055058:847,RETAIN,20
20180715-055421:978,RETAIN,22
20180715-054249:896,RETAIN,13
20180715-055723:588,RETAIN,64
20180715-055858:281,RETAIN,20
20180715-055817:923,RETAIN,22
20180715-055728:717,RETAIN,15
20180715-055512:433,RETAIN,13
20180715-055505:977,RETAIN,19
20180715-054745:034,RETAIN,14
20180715-060209:401,RETAIN,22
20180715-060227:355,RETAIN,22
20180715-060114:429,RETAIN,22
20180715-060254:217,RETAIN,21
20180715-055956:090,RERUN,19
20180715-055926:601,RERUN,40
20180715-060329:444,RETAIN,22
20180715-060023:761,RETAIN,57
20180715-055919:548,RETAIN,44
20180715-060641:548,RETAIN,22
20180715-060753:448,RETAIN,22
20180715-060734:447,RETAIN,19
20180715-060216:336,RERUN,15
20180715-060253:970,RETAIN,31
20180715-060726:830,RETAIN,22
20180715-061059:555,RETAIN,43
20180715-061106:259,RETAIN,19
20180715-061122:168,RETAIN,20
20180715-061232:665,RETAIN,15
20180715-060944:730,RETAIN,12
20180715-061240:323,RETAIN,22
20180715-055537:831,RETAIN,17
20180715-061120:495,RETAIN,20
20180715-061006:782,RETAIN,97
20180715-061056:603,RETAIN,0
20180715-061643:122,RETAIN,22
20180715-061451:035,RERUN,22
20180715-061716:328,RETAIN,23
20180715-061537:203,RETAIN,20
20180715-060209:869,RETAIN,17
20180715-060954:997,RERUN,74
20180715-060904:484,RETAIN,13
20180715-061839:697,RETAIN,18
20180715-061405:956,RETAIN,15
20180715-061351:091,RETAIN,22
20180715-061916:259,RETAIN,22
20180715-062054:463,RERUN,32
20180715-061929:540,RETAIN,16
20180715-062146:589,RETAIN,96
20180715-062416:188,RETAIN,1
20180715-062455:338,RETAIN,20
20180715-062444:624,RETAIN,20
20180715-062636:104,RETAIN,20
20180715-062547:173,RETAIN,22
20180715-062124:422,RERUN,40
20180715-062204:616,RETAIN,29
20180715-062847:920,RETAIN,24
20180715-061359:933,RETAIN,17
20180715-062830:950,RETAIN,37
20180715-062410:332,RETAIN,64
20180715-062224:392,RERUN,26
20180715-062921:648,RETAIN,22
20180715-062004:365,RETAIN,19
20180715-062836:495,RETAIN,13
20180715-062736:665,RERUN,50
20180715-062009:673,RETAIN,27
20180715-062940:112,RETAIN,22
20180715-061652:206,RETAIN,56
20180715-063315:555,RETAIN,21
20180715-063254:172,RETAIN,22
20180715-063338:124,RETAIN,19
20180715-063412:948,RETAIN,0
20180715-063403:053,RETAIN,20
20180715-063731:616,RETAIN,30
20180715-063718:337,RETAIN,51
20180715-063651:329,RETAIN,23
20180715-063927:492,RETAIN,15
20180715-063209:441,RETAIN,21
20180715-063045:020,RERUN,15
20180715-063735:349,RETAIN,3
20180715-063655:574,RETAIN,22
20180715-064223:953,RETAIN,22
20180715-063316:217,RETAIN,90
20180715-063339:846,RERUN,16
20180715-064142:783,RETAIN,22
20180715-064217:040,RETAIN,20
20180715-064416:816,RETAIN,71
20180715-062731:701,RETAIN,36
20180715-063737:495,RETAIN,14
20180715-063828:832,RERUN,11
20180715-064605:623,RETAIN,17
20180715-064606:972,RETAIN,21
20180715-064550:332,RETAIN,21
20180715-063141:244,RETAIN,23
20180715-064717:939,RETAIN,28
20180715-065013:450,RETAIN,20
20180715-065109:036,RETAIN,20
20180715-065144:912,RETAIN,17
20180715-065156:111,RETAIN,27
20180715-064528:799,RERUN,74
20180715-064542:467,RETAIN,30
20180715-064930:900,RETAIN,20
20180715-064843:846,RERUN,20
20180715-064733:108,RETAIN,18
20180715-065356:405,RETAIN,16
20180715-064746:946,RERUN,11
20180715-065346:896,RETAIN,48
20180715-065359:674,RETAIN,64
20180715-065618:084,RETAIN,20
20180715-064855:173,RETAIN,8
20180715-064905:487,RETAIN,19
20180715-065855:892,RETAIN,18
20180715-065900:440,RETAIN,22
20180715-065933:787,RETAIN,20
20180715-064247:805,RETAIN,0
20180715-070030:265,RETAIN,20
20180715-070248:610,RETAIN,46
20180715-070301:850,RETAIN,22
20180715-070324:319,RETAIN,44
20180715-064658:589,RETAIN,11
20180715-065831:005,RETAIN,9
20180715-065750:412,RETAIN,76
20180715-065743:951,RERUN,18
20180715-070007:637,RETAIN,13
20180715-070421:219,RETAIN,20
20180715-065814:261,RETAIN,19
20180715-070013:047,RETAIN,83
20180715-070848:377,RETAIN,22
20180715-070812:271,RETAIN,13
20180715-070914:100,RETAIN,22
20180715-071056:933,RETAIN,21
20180715-070458:775,RETAIN,18
20180715-070947:228,RETAIN,23
20180715-070359:450,RERUN,11
20180715-071147:722,RETAIN,19
20180715-071149:833,RETAIN,30
20180715-071328:474,RETAIN,0
20180715-065913:062,RETAIN,18
20180715-071102:754,RETAIN,32
20180715-071249:441,RETAIN,20
20180715-071028:875,RETAIN,28
20180715-071035:308,RERUN,25
20180715-071724:503,RETAIN,19
20180715-071630:291,RETAIN,0
20180715-071926:176,RETAIN,20
20180715-071709:389,RETAIN,58
20180715-071232:008,RERUN,16
20180715-071356:246,RETAIN,58
20180715-071900:564,RETAIN,16
20180715-072048:362,RETAIN,30
20180715-070241:063,RETAIN,10
20180715-072050:997,RETAIN,22
20180715-071653:164,RETAIN,34
20180715-071714:139,RERUN,6
20180715-072602:010,RETAIN,0
20180715-072253:920,RETAIN,11
20180715-072306:579,RETAIN,19
20180715-072534:250,RETAIN,29
20180715-072140:376,RETAIN,36
20180715-072319:130,RERUN,11
20180715-072658:520,RETAIN,22
20180715-072702:150,RETAIN,0
20180715-072734:227,RETAIN,22
20180715-071119:461,RETAIN,46
20180715-072440:849,RETAIN,11
20180715-072456:542,RETAIN,13
20180715-072900:748,RETAIN,0
20180715-072842:006,RETAIN,20
20180715-071835:489,RETAIN,9
20180715-072938:101,RETAIN,34
20180715-072934:490,RETAIN,28
20180715-073454:881,RETAIN,17
20180715-073524:361,RETAIN,0
20180715-073712:434,RETAIN,0
20180715-073342:547,RETAIN,73
20180715-073258:177,RETAIN,22
20180715-073817:358,RETAIN,21
20180715-073214:156,RETAIN,9
20180715-073232:602,RETAIN,19
20180715-073802:610,RETAIN,18
20180715-073539:030,RERUN,13
20180715-074451:090,RETAIN,0
20180715-072656:266,RETAIN,41
20180715-074501:831,RETAIN,0
20180715-074246:400,RETAIN,82
20180715-074626:714,RETAIN,18
20180715-074322:369,RETAIN,18
20180715-074402:788,RERUN,44
20180715-074437:782,RETAIN,21
20180715-073317:630,RETAIN,8
20180715-074743:729,RETAIN,16
20180715-074707:039,RETAIN,21
20180715-074552:902,RETAIN,22
20180715-074718:603,RETAIN,22
20180715-075548:991,RETAIN,0
20180715-074153:379,RETAIN,32
20180715-075408:091,RERUN,68
20180715-075526:292,RETAIN,14
20180715-075514:150,RETAIN,57
20180715-075459:728,RETAIN,18
20180715-074801:774,RETAIN,20
20180715-075935:818,RETAIN,24
20180715-075810:692,RERUN,14
20180715-075801:270,RETAIN,15
20180715-075847:750,RERUN,19
20180715-080506:731,RETAIN,28
20180715-075540:465,RETAIN,50
20180715-080727:774,RETAIN,62
20180715-080611:451,RERUN,76
20180715-081035:551,RETAIN,13
20180715-081042:098,RERUN,21
20180715-081031:397,RETAIN,13
20180715-081015:116,RETAIN,17
20180715-080514:987,RETAIN,6
20180715-080200:736,RETAIN,7
20180715-081632:189,RETAIN,9
20180715-081947:567,RETAIN,36
20180715-081914:988,RERUN,22
20180715-082300:519,RETAIN,21
20180715-082209:000,RERUN,13
20180715-081136:463,RETAIN,13
20180715-082214:701,RETAIN,14
20180715-082356:678,RERUN,19
20180715-082512:407,RETAIN,14
20180715-082439:109,RETAIN,63
20180715-081606:524,RETAIN,18
20180715-083041:735,RETAIN,21
20180715-083117:564,RETAIN,19
20180715-083351:044,RETAIN,35
20180715-083349:290,RETAIN,11
20180715-083258:280,RETAIN,26
20180715-083320:375,RETAIN,14
20180715-082541:370,RETAIN,57
20180715-083123:974,RETAIN,17
20180715-083551:137,RERUN,8
20180715-083936:029,RETAIN,18
20180715-084416:879,RERUN,33
20180715-084332:821,RETAIN,10
20180715-084536:781,RERUN,60
20180715-084506:652,RETAIN,69
20180715-084805:009,RETAIN,23
20180715-084616:615,RETAIN,51
20180715-083937:116,RETAIN,24
20180715-085058:313,RETAIN,51
20180715-085615:106,RETAIN,21
20180715-085027:603,RERUN,12
20180715-085650:620,RERUN,19
20180715-085258:326,RETAIN,9
20180715-084534:062,RETAIN,22
20180715-085314:442,RETAIN,21
20180715-085834:524,RETAIN,22
20180715-085749:187,RERUN,9
20180715-091012:497,RETAIN,69
20180715-085334:126,RETAIN,21
20180715-090807:266,RETAIN,0
20180715-090523:364,RETAIN,0
20180715-090519:710,RETAIN,16
20180715-090902:710,RETAIN,25
20180715-090742:396,RETAIN,20
20180715-091009:207,RETAIN,43
20180715-091005:150,RETAIN,14
20180715-085944:240,RETAIN,24
20180715-091849:163,RETAIN,15
20180715-091924:814,RETAIN,16
20180715-091931:273,RETAIN,16
20180715-092045:729,RETAIN,30
20180715-091045:388,RETAIN,10
20180715-092130:169,RETAIN,10
20180715-092230:462,RERUN,13
20180715-092029:904,RERUN,9
20180715-092920:110,RETAIN,38
20180715-092008:702,RERUN,11
20180715-092554:835,RETAIN,79
