start.time,action,v.M
20180714-131615:245,RETAIN,10
20180714-131814:952,RETAIN,48
20180714-131949:010,RETAIN,20
20180714-132119:887,RETAIN,23
20180714-132121:651,RETAIN,30
20180714-132154:745,RETAIN,17
20180714-131905:155,RETAIN,78
20180714-132135:553,RETAIN,13
20180714-132206:528,RETAIN,25
20180714-132231:873,RETAIN,53
20180714-132332:238,RETAIN,22
20180714-132339:628,RETAIN,20
20180714-132250:499,RETAIN,101
20180714-132457:390,RETAIN,17
20180714-132419:118,RETAIN,62
20180714-132512:636,RETAIN,23
20180714-132252:966,RETAIN,54
20180714-132523:178,RETAIN,22
20180714-132347:593,RETAIN,41
20180714-132614:085,RETAIN,19
20180714-132217:505,RETAIN,12
20180714-132721:247,RETAIN,23
20180714-132758:398,RETAIN,30
20180714-132817:291,RETAIN,51
20180714-132929:312,RETAIN,0
20180714-132849:703,RERUN,63
20180714-132549:363,RETAIN,102
20180714-133000:440,RETAIN,20
20180714-133108:058,RETAIN,46
20180714-133141:606,RETAIN,89
20180714-133113:114,RETAIN,24
20180714-132718:469,RETAIN,97
20180714-133238:850,RETAIN,29
20180714-132823:127,RETAIN,63
20180714-133029:563,RETAIN,101
20180714-133048:193,RETAIN,18
20180714-133358:076,RETAIN,46
20180714-132843:139,RETAIN,68
20180714-131112:182,RETAIN,13
20180714-131129:333,RETAIN,4
20180714-133448:512,RETAIN,22
20180714-133000:085,RETAIN,26
20180714-133422:375,RETAIN,27
20180714-133315:590,RETAIN,38
20180714-133522:435,RETAIN,64
20180714-133423:506,RETAIN,73
20180714-133528:612,RETAIN,23
20180714-133622:531,RETAIN,18
20180714-133720:729,RETAIN,20
20180714-133737:611,RETAIN,60
20180714-133731:742,RETAIN,49
20180714-133721:416,RETAIN,61
20180714-133903:152,RETAIN,0
20180714-133718:429,RETAIN,94
20180714-133859:567,RETAIN,20
20180714-133720:114,RETAIN,111
20180714-134001:242,RETAIN,23
20180714-134105:046,RETAIN,48
20180714-134111:512,RETAIN,23
20180714-134151:804,RETAIN,24
20180714-134005:298,RETAIN,99
20180714-134232:017,RETAIN,22
20180714-134323:916,RETAIN,22
20180714-134028:409,RETAIN,95
20180714-134029:358,RETAIN,3
20180714-134322:959,RETAIN,21
20180714-133854:728,RETAIN,97
20180714-134207:368,RETAIN,24
20180714-134333:220,RETAIN,23
20180714-134346:101,RETAIN,90
20180714-134523:830,RETAIN,22
20180714-134602:516,RETAIN,23
20180714-134334:360,RETAIN,98
20180714-134423:119,RETAIN,10
20180714-134403:179,RETAIN,44
20180714-134708:718,RETAIN,22
20180714-134736:488,RETAIN,22
20180714-134809:552,RETAIN,22
20180714-134920:442,RETAIN,20
20180714-134823:079,RETAIN,51
20180714-134911:422,RETAIN,21
20180714-134941:923,RETAIN,18
20180714-134738:981,RETAIN,90
20180714-134739:189,RETAIN,43
20180714-134843:149,RETAIN,17
20180714-134742:674,RETAIN,45
20180714-134745:317,RETAIN,63
20180714-135208:607,RETAIN,23
20180714-135019:690,RETAIN,0
20180714-135108:803,RERUN,47
20180714-135147:906,RETAIN,21
20180714-135201:728,RETAIN,105
20180714-133025:265,RETAIN,12
20180714-135321:424,RETAIN,22
20180714-132947:412,RETAIN,10
20180714-135350:946,RETAIN,22
20180714-135429:416,RETAIN,22
20180714-135507:783,RETAIN,23
20180714-135438:881,RETAIN,22
20180714-135050:573,RETAIN,16
20180714-135525:484,RETAIN,22
20180714-135522:974,RETAIN,18
20180714-135527:731,RETAIN,18
20180714-135333:186,RETAIN,23
20180714-135433:558,RETAIN,82
20180714-135426:521,RETAIN,2
20180714-135607:826,RETAIN,68
20180714-135827:981,RETAIN,23
20180714-135719:211,RETAIN,33
20180714-135659:180,RETAIN,108
20180714-135810:389,RETAIN,23
20180714-135922:065,RETAIN,27
20180714-140004:160,RETAIN,19
20180714-140105:558,RETAIN,21
20180714-135817:530,RETAIN,11
20180714-140117:589,RETAIN,16
20180714-140123:706,RETAIN,24
20180714-140059:744,RETAIN,20
20180714-140134:170,RETAIN,20
20180714-140144:053,RETAIN,17
20180714-140101:226,RETAIN,93
20180714-135941:151,RETAIN,63
20180714-140132:289,RETAIN,10
20180714-140426:924,RETAIN,22
20180714-140449:971,RETAIN,26
20180714-140541:203,RETAIN,21
20180714-140154:517,RETAIN,204
20180714-140626:440,RERUN,33
20180714-140354:610,RETAIN,103
20180714-140650:634,RETAIN,44
20180714-140624:146,RETAIN,18
20180714-140359:096,RETAIN,48
20180714-140748:017,RETAIN,22
20180714-140319:675,RETAIN,25
20180714-140727:121,RETAIN,18
20180714-140703:459,RETAIN,23
20180714-140719:460,RETAIN,22
20180714-140746:059,RETAIN,20
20180714-140642:599,RETAIN,32
20180714-140800:811,RETAIN,95
20180714-140714:303,RETAIN,21
20180714-141014:337,RETAIN,23
20180714-141140:472,RETAIN,19
20180714-141117:954,RETAIN,67
20180714-141116:705,RETAIN,35
20180714-141142:668,RETAIN,23
20180714-141244:475,RETAIN,21
20180714-141249:086,RETAIN,19
20180714-141335:007,RETAIN,27
20180714-135047:490,RETAIN,2
20180714-135037:563,RETAIN,3
20180714-141321:774,RETAIN,24
20180714-141405:426,RETAIN,17
20180714-141345:149,RETAIN,18
20180714-141352:577,RETAIN,19
20180714-141213:914,RETAIN,46
20180714-141502:525,RETAIN,17
20180714-141416:225,RETAIN,97
20180714-141706:109,RETAIN,24
20180714-141202:595,RETAIN,78
20180714-141112:558,RETAIN,78
20180714-141809:909,RETAIN,17
20180714-141818:622,RETAIN,24
20180714-141830:580,RETAIN,21
20180714-141858:601,RETAIN,16
20180714-141711:169,RETAIN,37
20180714-141934:968,RETAIN,25
20180714-141917:240,RETAIN,23
20180714-142032:453,RETAIN,16
20180714-142016:713,RETAIN,22
20180714-141430:670,RETAIN,99
20180714-141734:739,RERUN,19
20180714-141956:784,RETAIN,22
20180714-142300:924,RETAIN,22
20180714-142227:718,RETAIN,44
20180714-142418:645,RETAIN,18
20180714-142016:329,RETAIN,0
20180714-142425:356,RETAIN,24
20180714-142517:282,RETAIN,12
20180714-142439:878,RETAIN,23
20180714-140948:415,RETAIN,2
20180714-142635:948,RETAIN,14
20180714-142539:755,RETAIN,23
20180714-142534:066,RETAIN,21
20180714-142621:497,RETAIN,22
20180714-142628:073,RETAIN,18
20180714-142518:979,RETAIN,67
20180714-140913:331,RETAIN,98
20180714-142130:033,RETAIN,91
20180714-142229:421,RETAIN,99
20180714-142249:239,RERUN,75
20180714-142613:615,RETAIN,101
20180714-142905:017,RETAIN,27
20180714-143048:519,RETAIN,23
20180714-143047:424,RETAIN,18
20180714-143052:849,RETAIN,23
20180714-143144:824,RETAIN,23
20180714-142858:410,RETAIN,15
20180714-143146:342,RETAIN,22
20180714-143042:072,RETAIN,79
20180714-143227:276,RETAIN,45
20180714-143254:916,RETAIN,14
20180714-143245:106,RERUN,17
20180714-143236:400,RETAIN,16
20180714-142552:122,RETAIN,38
20180714-143215:650,RETAIN,74
20180714-143527:072,RETAIN,0
20180714-143056:734,RETAIN,79
20180714-143643:936,RETAIN,26
20180714-143728:574,RETAIN,23
20180714-143659:985,RETAIN,22
20180714-142103:507,RETAIN,8
20180714-143731:682,RETAIN,23
20180714-143619:133,RETAIN,107
20180714-143214:834,RETAIN,46
20180714-143838:297,RETAIN,28
20180714-143712:945,RETAIN,23
20180714-143424:824,RETAIN,78
20180714-143855:901,RETAIN,17
20180714-143900:238,RETAIN,17
20180714-143858:561,RETAIN,22
20180714-143309:195,RETAIN,8
20180714-143802:007,RETAIN,44
20180714-142145:606,RETAIN,36
20180714-143623:929,RETAIN,4
20180714-144143:654,RETAIN,18
20180714-144133:328,RETAIN,105
20180714-144313:004,RETAIN,16
20180714-144320:563,RETAIN,22
20180714-144313:592,RETAIN,22
20180714-144341:566,RETAIN,23
20180714-144447:146,RETAIN,22
20180714-144430:612,RETAIN,21
20180714-144511:373,RETAIN,20
20180714-144516:821,RETAIN,23
20180714-144508:612,RETAIN,38
20180714-144142:537,RETAIN,67
20180714-144506:130,RETAIN,75
20180714-144334:993,RETAIN,84
20180714-144311:525,RETAIN,68
20180714-144927:626,RETAIN,21
20180714-144741:111,RETAIN,22
20180714-144931:216,RETAIN,24
20180714-144458:708,RETAIN,97
20180714-144918:559,RETAIN,23
20180714-144923:896,RETAIN,19
20180714-145057:640,RETAIN,23
20180714-145017:168,RETAIN,25
20180714-144402:890,RERUN,22
20180714-144548:353,RETAIN,74
20180714-145125:190,RETAIN,19
20180714-145121:245,RETAIN,22
20180714-145150:790,RETAIN,20
20180714-145502:707,RETAIN,21
20180714-145455:193,RETAIN,24
20180714-143601:864,RETAIN,59
20180714-145119:002,RETAIN,26
20180714-145316:713,RERUN,62
20180714-145532:180,RETAIN,27
20180714-145602:129,RETAIN,16
20180714-145629:464,RETAIN,22
20180714-144847:183,RETAIN,22
20180714-145650:035,RETAIN,18
20180714-145539:175,RETAIN,26
20180714-143337:286,RETAIN,6
20180714-145242:366,RERUN,14
20180714-145357:990,RETAIN,15
20180714-145738:863,RETAIN,23
20180714-145755:031,RETAIN,41
20180714-145810:271,RETAIN,22
20180714-145511:559,RETAIN,94
20180714-150044:574,RETAIN,21
20180714-150051:777,RETAIN,22
20180714-150210:368,RETAIN,21
20180714-150206:357,RETAIN,23
20180714-145447:047,RERUN,46
20180714-145421:443,RETAIN,54
20180714-150248:015,RETAIN,33
20180714-150217:631,RETAIN,22
20180714-150231:696,RETAIN,27
20180714-150343:043,RETAIN,16
20180714-145928:731,RETAIN,63
20180714-150432:203,RETAIN,20
20180714-150410:111,RETAIN,22
20180714-150015:511,RETAIN,41
20180714-150629:541,RETAIN,23
20180714-150649:343,RETAIN,23
20180714-150039:537,RETAIN,60
20180714-150423:998,RETAIN,74
20180714-150210:308,RETAIN,65
20180714-145956:809,RETAIN,83
20180714-150814:959,RETAIN,23
20180714-150802:894,RETAIN,21
20180714-145158:653,RETAIN,103
20180714-150851:515,RETAIN,23
20180714-150852:341,RETAIN,22
20180714-150946:335,RETAIN,19
20180714-145211:647,RETAIN,99
20180714-150834:537,RETAIN,44
20180714-151112:996,RETAIN,19
20180714-151200:021,RETAIN,22
20180714-151257:197,RETAIN,21
20180714-151358:746,RETAIN,25
20180714-151303:467,RETAIN,122
20180714-150950:055,RETAIN,122
20180714-151218:486,RETAIN,22
20180714-150718:704,RERUN,93
20180714-151403:730,RETAIN,23
20180714-150710:586,RETAIN,99
20180714-151154:077,RETAIN,98
20180714-151445:867,RETAIN,21
20180714-151135:674,RETAIN,67
20180714-151554:102,RETAIN,20
20180714-151602:637,RETAIN,22
20180714-151305:038,RETAIN,24
20180714-151655:817,RETAIN,20
20180714-151237:917,RETAIN,89
20180714-151756:688,RETAIN,35
20180714-151723:476,RETAIN,20
20180714-151852:156,RETAIN,23
20180714-151943:621,RETAIN,33
20180714-151953:092,RETAIN,23
20180714-150356:098,RETAIN,104
20180714-152112:806,RETAIN,21
20180714-152009:803,RETAIN,23
20180714-152211:877,RETAIN,22
20180714-152205:201,RETAIN,22
20180714-152252:900,RETAIN,44
20180714-150505:811,RETAIN,44
20180714-152402:858,RETAIN,22
20180714-151900:764,RERUN,72
20180714-152006:315,RETAIN,42
20180714-152416:186,RETAIN,22
20180714-152523:355,RETAIN,7
20180714-151829:377,RETAIN,8
20180714-151839:821,RERUN,97
20180714-152547:093,RETAIN,23
20180714-152449:487,RETAIN,21
20180714-152229:892,RETAIN,98
20180714-152126:245,RERUN,44
20180714-152711:365,RETAIN,23
20180714-152800:844,RETAIN,21
20180714-151953:385,RETAIN,68
20180714-152126:714,RERUN,30
20180714-152812:173,RETAIN,23
20180714-152818:997,RETAIN,22
20180714-152853:782,RETAIN,20
20180714-153005:833,RETAIN,21
20180714-153030:216,RETAIN,20
20180714-153144:074,RETAIN,24
20180714-153335:333,RETAIN,23
20180714-153230:355,RETAIN,23
20180714-153133:782,RETAIN,24
20180714-153433:913,RETAIN,22
20180714-153405:286,RETAIN,24
20180714-152840:487,RETAIN,105
20180714-153452:601,RETAIN,21
20180714-153440:787,RETAIN,20
20180714-151710:490,RETAIN,59
20180714-153658:480,RETAIN,17
20180714-153055:038,RERUN,17
20180714-153106:991,RETAIN,82
20180714-153011:654,RETAIN,13
20180714-153107:484,RETAIN,0
20180714-153140:330,RETAIN,63
20180714-153726:666,RETAIN,21
20180714-153710:774,RETAIN,21
20180714-151956:713,RETAIN,36
20180714-153058:033,RERUN,64
20180714-153139:522,RETAIN,40
20180714-153928:179,RETAIN,21
20180714-153916:591,RETAIN,13
20180714-154039:604,RETAIN,22
20180714-154025:421,RETAIN,24
20180714-153935:899,RETAIN,21
20180714-154243:944,RETAIN,23
20180714-154310:997,RETAIN,22
20180714-153934:605,RETAIN,21
20180714-154209:700,RETAIN,22
20180714-154339:763,RETAIN,22
20180714-154322:343,RETAIN,22
20180714-154516:073,RETAIN,25
20180714-154646:131,RETAIN,26
20180714-154340:583,RERUN,5
20180714-154250:582,RETAIN,9
20180714-154651:988,RETAIN,29
20180714-154648:731,RETAIN,23
20180714-154303:466,RETAIN,38
20180714-154241:106,RETAIN,47
20180714-154431:869,RETAIN,16
20180714-154146:229,RETAIN,57
20180714-154906:737,RETAIN,22
20180714-154921:336,RETAIN,18
20180714-154219:432,RETAIN,42
20180714-153323:209,RETAIN,47
20180714-154913:277,RETAIN,19
20180714-155035:588,RETAIN,20
20180714-154840:616,RETAIN,21
20180714-153510:370,RETAIN,95
20180714-154308:853,RETAIN,92
20180714-154943:120,RETAIN,22
20180714-155311:260,RETAIN,26
20180714-155120:857,RETAIN,23
20180714-155518:739,RETAIN,21
20180714-155237:938,RETAIN,29
20180714-155615:012,RETAIN,21
20180714-155600:942,RETAIN,22
20180714-155637:466,RETAIN,28
20180714-155306:288,RETAIN,41
20180714-155309:285,RETAIN,22
20180714-155257:134,RETAIN,59
20180714-155423:622,RETAIN,17
20180714-155519:397,RETAIN,20
20180714-155322:023,RETAIN,28
20180714-155331:436,RETAIN,7
20180714-155334:301,RETAIN,70
20180714-155451:592,RETAIN,17
20180714-155801:130,RETAIN,23
20180714-160220:007,RETAIN,22
20180714-160249:895,RETAIN,22
20180714-160132:887,RETAIN,23
20180714-160311:602,RETAIN,22
20180714-160203:870,RETAIN,22
20180714-155902:737,RETAIN,30
20180714-160009:326,RETAIN,27
20180714-155518:556,RERUN,101
20180714-155957:460,RETAIN,23
20180714-154550:044,RERUN,39
20180714-160131:086,RETAIN,20
20180714-160718:454,RETAIN,18
20180714-160301:001,RETAIN,10
20180714-160830:616,RERUN,22
20180714-160258:981,RETAIN,13
20180714-160055:242,RERUN,13
20180714-160221:357,RETAIN,14
20180714-160907:031,RETAIN,21
20180714-160235:377,RERUN,26
20180714-160439:404,RETAIN,57
20180714-160822:387,RETAIN,26
20180714-160930:312,RETAIN,22
20180714-161011:269,RETAIN,24
20180714-160907:386,RETAIN,47
20180714-154720:596,RETAIN,77
20180714-160412:154,RETAIN,8
20180714-160910:910,RETAIN,23
20180714-161118:658,RETAIN,22
20180714-161322:433,RETAIN,22
20180714-160905:646,RETAIN,10
20180714-161335:793,RETAIN,22
20180714-161603:198,RETAIN,33
20180714-161532:551,RETAIN,24
20180714-161448:780,RETAIN,20
20180714-161510:000,RETAIN,22
20180714-161319:002,RETAIN,50
20180714-161634:946,RETAIN,24
20180714-161430:157,RETAIN,5
20180714-161414:079,RETAIN,18
20180714-161401:666,RERUN,33
20180714-161632:335,RETAIN,34
20180714-161424:455,RETAIN,9
20180714-160249:013,RETAIN,0
20180714-161947:233,RETAIN,26
20180714-161746:634,RETAIN,22
20180714-161932:343,RETAIN,25
20180714-161651:259,RETAIN,17
20180714-161440:958,RETAIN,90
20180714-162221:707,RETAIN,22
20180714-162203:075,RETAIN,21
20180714-162027:303,RETAIN,22
20180714-162250:312,RETAIN,17
20180714-162236:018,RETAIN,23
20180714-160744:456,RETAIN,9
20180714-162203:734,RETAIN,22
20180714-162610:324,RETAIN,21
20180714-162613:419,RETAIN,20
20180714-162053:869,RETAIN,48
20180714-162505:137,RETAIN,47
20180714-162625:650,RETAIN,37
20180714-162353:654,RETAIN,22
20180714-162413:327,RETAIN,27
20180714-162904:541,RETAIN,22
20180714-162436:264,RETAIN,0
20180714-162328:488,RERUN,62
20180714-162255:468,RETAIN,11
20180714-162922:846,RETAIN,22
20180714-162828:683,RETAIN,25
20180714-162747:896,RETAIN,22
20180714-161537:909,RETAIN,96
20180714-163232:395,RETAIN,22
20180714-162948:453,RETAIN,100
20180714-163336:230,RETAIN,24
20180714-162737:340,RETAIN,82
20180714-162641:456,RETAIN,15
20180714-163047:902,RETAIN,17
20180714-163247:310,RETAIN,23
20180714-163505:152,RETAIN,20
20180714-163550:756,RETAIN,20
20180714-163233:735,RETAIN,24
20180714-163348:697,RETAIN,3
20180714-163110:206,RETAIN,0
20180714-163819:914,RETAIN,22
20180714-163454:026,RERUN,41
20180714-163535:964,RETAIN,144
20180714-163320:643,RETAIN,57
20180714-163313:093,RETAIN,48
20180714-163843:075,RETAIN,20
20180714-163606:188,RETAIN,18
20180714-164041:696,RETAIN,17
20180714-163942:928,RETAIN,23
20180714-163853:258,RETAIN,36
20180714-164139:363,RETAIN,20
20180714-164225:129,RETAIN,43
20180714-164035:096,RETAIN,24
20180714-162121:090,RETAIN,67
20180714-164335:133,RETAIN,23
20180714-164353:135,RETAIN,31
20180714-163922:249,RETAIN,19
20180714-163939:818,RERUN,15
20180714-164458:577,RETAIN,22
20180714-164426:263,RETAIN,23
20180714-162854:981,RETAIN,66
20180714-164748:923,RETAIN,20
20180714-164437:446,RETAIN,38
20180714-164657:652,RETAIN,21
20180714-164559:220,RETAIN,22
20180714-164547:083,RETAIN,20
20180714-164845:288,RETAIN,43
20180714-164329:520,RETAIN,77
20180714-164435:754,RETAIN,28
20180714-164715:772,RETAIN,20
20180714-164357:835,RETAIN,15
20180714-164922:299,RETAIN,89
20180714-164601:227,RETAIN,41
20180714-165158:491,RETAIN,33
20180714-165037:095,RETAIN,25
20180714-165117:319,RETAIN,20
20180714-165401:322,RETAIN,23
20180714-165458:316,RETAIN,19
20180714-165356:516,RETAIN,25
20180714-165032:065,RETAIN,20
20180714-165448:678,RETAIN,22
20180714-165140:415,RETAIN,27
20180714-165418:853,RETAIN,23
20180714-165601:996,RETAIN,22
20180714-165428:891,RETAIN,28
20180714-165745:436,RETAIN,23
20180714-164947:252,RERUN,11
20180714-165005:524,RETAIN,30
20180714-163910:630,RETAIN,12
20180714-165512:661,RETAIN,67
20180714-165639:085,RERUN,26
20180714-170105:238,RETAIN,20
20180714-170053:694,RETAIN,26
20180714-165911:263,RETAIN,24
20180714-170326:375,RETAIN,20
20180714-170140:345,RETAIN,22
20180714-170145:629,RETAIN,22
20180714-165831:063,RETAIN,18
20180714-170135:764,RERUN,64
20180714-170008:741,RETAIN,23
20180714-170034:778,RETAIN,22
20180714-164457:163,RETAIN,2
20180714-170424:367,RETAIN,22
20180714-170404:437,RETAIN,22
20180714-165918:877,RERUN,37
20180714-170436:363,RETAIN,31
20180714-170403:880,RETAIN,15
20180714-170344:014,RETAIN,35
20180714-170131:040,RETAIN,28
20180714-170753:918,RETAIN,25
20180714-170739:973,RETAIN,16
20180714-170829:988,RETAIN,26
20180714-170207:858,RETAIN,38
20180714-171143:285,RETAIN,21
20180714-171055:752,RETAIN,22
20180714-171030:070,RETAIN,20
20180714-165540:154,RETAIN,11
20180714-171038:505,RETAIN,22
20180714-171325:237,RETAIN,21
20180714-170942:172,RETAIN,14
20180714-171105:766,RETAIN,21
20180714-171119:745,RETAIN,11
20180714-171010:389,RETAIN,21
20180714-171252:201,RETAIN,20
20180714-171409:142,RETAIN,17
20180714-171628:588,RETAIN,25
20180714-171146:341,RETAIN,15
20180714-170219:212,RETAIN,40
20180714-171442:244,RETAIN,29
20180714-171811:343,RETAIN,20
20180714-171639:164,RETAIN,22
20180714-171922:618,RETAIN,22
20180714-171853:085,RETAIN,23
20180714-171917:288,RETAIN,20
20180714-171958:710,RETAIN,18
20180714-171939:135,RETAIN,20
20180714-172114:992,RETAIN,25
20180714-171712:805,RETAIN,34
20180714-171555:781,RETAIN,34
20180714-172332:682,RETAIN,22
20180714-172123:563,RETAIN,24
20180714-172103:061,RETAIN,67
20180714-171957:247,RERUN,61
20180714-172608:675,RETAIN,20
20180714-172526:477,RETAIN,24
20180714-170907:458,RETAIN,78
20180714-172651:834,RETAIN,23
20180714-172602:814,RETAIN,26
20180714-172301:399,RERUN,19
20180714-172425:110,RETAIN,0
20180714-172039:675,RETAIN,7
20180714-172420:364,RERUN,24
20180714-172817:373,RETAIN,22
20180714-172702:972,RETAIN,20
20180714-172757:056,RETAIN,20
20180714-172823:638,RETAIN,22
20180714-173054:063,RETAIN,23
20180714-173029:314,RETAIN,24
20180714-172828:531,RETAIN,14
20180714-172840:135,RERUN,9
20180714-171520:884,RETAIN,3
20180714-173341:156,RETAIN,23
20180714-173309:995,RETAIN,22
20180714-173006:017,RETAIN,0
20180714-172955:703,RETAIN,66
20180714-173157:630,RETAIN,72
20180714-173251:898,RETAIN,17
20180714-173537:100,RETAIN,22
20180714-173449:934,RETAIN,22
20180714-173507:122,RETAIN,20
20180714-173651:612,RETAIN,23
20180714-173707:806,RETAIN,24
20180714-173302:974,RETAIN,22
20180714-173711:293,RETAIN,24
20180714-173157:446,RETAIN,88
20180714-173803:317,RETAIN,24
20180714-173937:649,RETAIN,24
20180714-172505:922,RETAIN,77
20180714-174242:549,RETAIN,22
20180714-174219:275,RETAIN,23
20180714-174430:477,RETAIN,23
20180714-174439:368,RETAIN,21
20180714-174456:602,RETAIN,23
20180714-174456:198,RETAIN,21
20180714-174639:053,RETAIN,22
20180714-174040:460,RETAIN,62
20180714-174347:808,RETAIN,30
20180714-174443:049,RERUN,24
20180714-174253:414,RERUN,13
20180714-174118:510,RETAIN,70
20180714-174107:107,RETAIN,11
20180714-173156:740,RETAIN,0
20180714-174458:880,RETAIN,17
20180714-174638:147,RETAIN,23
20180714-174302:303,RERUN,16
20180714-174642:931,RETAIN,0
20180714-174850:805,RETAIN,23
20180714-175114:741,RETAIN,26
20180714-175019:388,RETAIN,21
20180714-175232:387,RETAIN,21
20180714-175326:412,RETAIN,22
20180714-175231:818,RETAIN,20
20180714-175251:166,RETAIN,22
20180714-175319:653,RETAIN,22
20180714-175433:392,RETAIN,25
20180714-173945:893,RETAIN,33
20180714-175510:206,RETAIN,25
20180714-175636:810,RETAIN,21
20180714-175315:940,RETAIN,22
20180714-175353:854,RERUN,12
20180714-175535:877,RETAIN,25
