Source,NCIP,Separated,Date,freq
SIM,3,NO,1887,165
SIM,1,NO,1960,449
SIM,3,NO,1886,136
SIM,3,NO,1885,164
SIM,1,NO,1961,457
SIM,1,NO,1962,468
SIM,3,NO,1884,152
SIM,1,NO,1963,448
STAT,1,YES,1909,1.3889713338826768
SIM,1,NO,1964,440
STAT,1,YES,1908,1.389227272129552
SIM,1,NO,1965,473
SIM,3,NO,1889,159
STAT,1,YES,1907,1.3894715741236858
SIM,1,NO,1966,441
SIM,3,NO,1888,175
STAT,1,YES,1906,1.389751557558543
STAT,1,YES,1905,1.3900265026253291
STAT,1,YES,1904,1.3903049765336775
STAT,1,YES,1903,1.3905518707642202
STAT,1,YES,1902,1.3907817585572113
SIM,3,NO,1883,140
STAT,1,YES,1901,1.391068452054442
SIM,3,NO,1882,158
STAT,1,YES,1900,1.3913327460725506
SIM,3,NO,1881,146
SIM,3,NO,1880,155
SIM,1,NO,1956,448
SIM,1,NO,1957,453
SIM,1,NO,1958,455
SIM,1,NO,1959,457
SIM,3,NO,1876,143
SIM,1,NO,1992,428
STAT,1,NO,2004,421.84869582595485
SIM,1,NO,1993,446
SIM,3,NO,1875,143
STAT,1,NO,2005,421.7669249046006
SIM,1,NO,1994,456
SIM,3,NO,1874,151
SIM,2,YES,1858,1
STAT,1,NO,2006,421.68518297399305
SIM,3,NO,1873,150
SIM,1,NO,1995,452
SIM,2,YES,1859,1
STAT,1,NO,2007,421.60346857213483
SIM,1,NO,1996,448
STAT,1,NO,2000,422.1760734008794
SIM,3,NO,1879,144
SIM,1,NO,1997,454
STAT,1,NO,2001,422.0941877046251
SIM,3,NO,1878,155
SIM,1,NO,1998,444
STAT,1,NO,2002,422.0123279847292
SIM,3,NO,1877,151
SIM,1,NO,1999,451
STAT,1,YES,1939,1.3808884160572672
STAT,1,NO,2003,421.9304969376239
STAT,1,YES,1938,1.3811572685334137
STAT,1,YES,1937,1.3814238674898804
STAT,1,YES,1936,1.3816912154076775
STAT,1,YES,1935,1.3819582905619565
SIM,3,NO,1872,142
SIM,2,YES,1856,1
STAT,1,YES,1934,1.3822256876099392
SIM,3,NO,1871,137
SIM,2,YES,1857,1
STAT,1,YES,1933,1.3824925109578432
SIM,3,NO,1870,155
SIM,1,NO,1990,463
SIM,2,YES,1854,2
STAT,1,YES,1932,1.382758004981566
SIM,1,NO,1991,427
SIM,2,YES,1855,1
STAT,1,YES,1931,1.3830236247266978
STAT,1,YES,1941,1.3803492477857124
STAT,1,YES,1940,1.3806183985862581
SIM,1,NO,1989,459
STAT,1,NO,2008,421.52178046857307
STAT,1,NO,2009,421.44011709183656
SIM,3,NO,1865,153
SIM,1,NO,1981,439
SIM,3,NO,1864,152
SIM,1,NO,1982,462
SIM,3,NO,1863,144
SIM,1,NO,1983,449
SIM,3,NO,1862,151
SIM,1,NO,1984,461
SIM,3,NO,1869,172
SIM,1,NO,1985,443
SIM,3,NO,1868,165
SIM,1,NO,1986,460
SIM,3,NO,1867,157
SIM,1,NO,1987,455
STAT,1,YES,1929,1.3835524754594801
SIM,3,NO,1866,148
SIM,1,NO,1988,455
SIM,3,YES,2007,1
STAT,1,YES,1928,1.3838186417723488
STAT,1,YES,1927,1.384086717294266
STAT,1,YES,1926,1.3843527569903324
STAT,1,YES,1925,1.3846179070824465
STAT,1,YES,1924,1.3848811195875668
SIM,3,NO,1861,162
STAT,1,YES,1923,1.3851508923264364
SIM,3,NO,1860,142
STAT,1,YES,1922,1.3854261294075831
STAT,1,YES,1921,1.3856944788804122
SIM,1,NO,1980,471
STAT,1,YES,1920,1.3859635873737863
STAT,1,YES,1930,1.3832882114130736
SIM,1,NO,1978,441
SIM,1,NO,1979,440
SIM,3,NO,1859,155
SIM,3,YES,2001,1
SIM,3,NO,1854,156
SIM,3,NO,1858,156
STAT,4,YES,1981,0.018717251721171283
SIM,3,NO,1857,164
STAT,4,YES,1982,0.018713615823150887
SIM,3,NO,1856,154
SIM,3,NO,1855,143
STAT,4,YES,1980,0.01872089000040943
STAT,4,YES,1974,0.01874272589412534
STAT,4,YES,1975,0.018739087777282507
STAT,4,YES,1972,0.018749995321298382
STAT,4,YES,1973,0.018746362666562585
STAT,4,YES,1978,0.018728171372622063
STAT,4,YES,1979,0.01872453032559015
STAT,4,YES,1976,0.018735449404851386
STAT,4,YES,1977,0.018731810918852114
STAT,4,YES,1970,0.018757251881006975
STAT,4,YES,1971,0.018753624583394274
STAT,4,YES,1969,0.0187608770029576
STAT,4,YES,1963,0.018782611274059068
STAT,4,YES,1964,0.018778986808280235
STAT,4,YES,1961,0.018789878691734558
STAT,4,YES,1962,0.01878624556774756
STAT,4,YES,1967,0.01876812622496119
STAT,4,YES,1968,0.018764501993352282
STAT,4,YES,1965,0.018775368855889714
STAT,4,YES,1966,0.018771747832901815
STAT,4,YES,1960,0.018793514365394313
STAT,0,NA,2009,13764.363408863797
STAT,0,NA,2005,13775.039283341295
STAT,0,NA,2006,13772.369594704152
STAT,0,NA,2007,13769.70038565016
STAT,0,NA,2008,13767.031657523525
STAT,2,YES,2000,1.0031008508988724
STAT,0,NA,2012,13756.36157966592
STAT,0,NA,2013,13753.695299245377
STAT,4,YES,1958,0.01880079100306162
STAT,2,YES,2002,1.0027116952786133
STAT,0,NA,2014,13751.02952680482
STAT,2,YES,2001,1.0029062613509507
STAT,4,YES,1959,0.018797145775167758
STAT,0,NA,2015,13748.3642687267
STAT,2,YES,2004,1.0023226827946017
STAT,2,YES,2003,1.0025171649475566
STAT,0,NA,2010,13761.695641668899
STAT,2,YES,2006,1.0019338914071225
STAT,2,YES,2005,1.0021282568700471
STAT,0,NA,2011,13759.028363172361
STAT,4,YES,1952,0.018822796823205402
STAT,4,YES,1953,0.018819109525031043
STAT,4,YES,1950,0.018830153844210995
STAT,4,YES,1951,0.01882647244341015
STAT,4,YES,1956,0.01880811707049914
STAT,4,YES,1957,0.01880445625768847
STAT,4,YES,1954,0.018815439546207555
STAT,4,YES,1955,0.01881178238382552
STAT,2,YES,2008,1.001545360305826
STAT,2,YES,2007,1.001739591336121
STAT,2,YES,2009,1.0013512018849626
STAT,0,NA,2016,13745.699532705936
STAT,0,NA,2017,483.2688603768901
STAT,4,YES,1949,0.018833825370705715
STAT,2,YES,2011,1.0009631071486982
STAT,2,YES,2010,1.0011571186637596
STAT,4,YES,1947,0.018841153259618593
STAT,2,YES,2013,1.0005752757316102
STAT,4,YES,1948,0.018837492093192923
STAT,2,YES,2012,1.000769161379426
STAT,2,YES,2015,1.0001876674012675
STAT,2,YES,2014,1.000381445726503
STAT,2,YES,2016,0.9999939338896346
STAT,4,YES,1941,0.018862991575284104
STAT,4,YES,1942,0.018859374874042444
STAT,4,YES,1940,0.018866628666068898
STAT,4,YES,1945,0.018848476919639447
STAT,4,YES,1946,0.018844809135090894
STAT,4,YES,1943,0.01885577060092759
STAT,4,YES,1944,0.0188521334513686
SIM,0,NA,1906,36098
SIM,0,NA,1907,36082
SIM,0,NA,1908,36079
SIM,0,NA,1909,36074
SIM,0,NA,1900,36131
SIM,0,NA,1901,36139
SIM,0,NA,1902,36124
SIM,0,NA,1903,36116
SIM,0,NA,1904,36113
SIM,0,NA,1905,36108
STAT,4,YES,1996,0.018662927924972636
STAT,4,YES,1997,0.018659314857794998
STAT,4,YES,1994,0.018670153146609917
STAT,4,YES,1995,0.018666540794467577
STAT,4,YES,1998,0.018655701542301194
STAT,4,YES,1999,0.018652088127327715
STAT,4,YES,1992,0.018677379301179742
STAT,4,YES,1993,0.01867376562626434
STAT,4,YES,1990,0.01868461028503954
STAT,4,YES,1991,0.01868099407903309
STAT,4,YES,1985,0.01870271987856062
STAT,4,YES,1986,0.018699092679325527
STAT,4,YES,1983,0.018709981706456588
STAT,4,YES,1984,0.018706349609716906
STAT,4,YES,1989,0.01868822759501725
STAT,4,YES,1987,0.01869546842648333
STAT,4,YES,1988,0.018691846647949338
SIM,1,YES,1911,2
SIM,1,YES,1910,1
SIM,1,YES,1913,2
SIM,1,YES,1912,1
SIM,1,YES,1915,2
SIM,1,YES,1914,1
SIM,1,YES,1917,2
SIM,1,YES,1916,1
SIM,1,YES,1919,2
SIM,1,YES,1918,1
SIM,1,YES,1900,2
SIM,1,YES,1902,2
SIM,1,YES,1901,1
SIM,1,YES,1904,1
SIM,1,YES,1903,1
SIM,1,YES,1906,1
SIM,1,YES,1905,2
SIM,1,YES,1908,1
SIM,1,YES,1907,2
SIM,1,YES,1909,2
STAT,3,YES,2008,0.1709457568908376
STAT,3,YES,2009,0.17091260176328618
STAT,3,YES,2006,0.17101209945018608
STAT,3,YES,2007,0.1709789233487342
SIM,1,YES,1931,1
SIM,1,YES,1930,2
SIM,1,YES,1933,1
SIM,1,YES,1932,2
SIM,1,YES,1935,1
SIM,1,YES,1934,2
SIM,1,YES,1937,1
STAT,3,YES,2011,0.17084633029436308
SIM,1,YES,1936,2
STAT,3,YES,2012,0.17081321360154514
SIM,1,YES,1939,1
SIM,1,YES,1938,2
STAT,3,YES,2010,0.17087945953089798
STAT,3,YES,2015,0.17071393528509354
STAT,3,YES,2016,0.1706808649645142
STAT,3,YES,2013,0.17078010899294793
STAT,3,YES,2014,0.1707470162771251
SIM,1,YES,1920,1
SIM,1,YES,1922,1
SIM,1,YES,1921,2
SIM,1,YES,1924,1
SIM,1,YES,1923,2
SIM,1,YES,1926,2
STAT,3,YES,2000,0.1712112749232776
SIM,1,YES,1925,1
STAT,3,YES,2001,0.17117807393634374
SIM,1,YES,1928,2
SIM,1,YES,1927,1
STAT,3,YES,2004,0.17107847480203323
SIM,1,YES,1929,1
STAT,3,YES,2005,0.17104528379518644
STAT,3,YES,2002,0.1711448720775116
STAT,3,YES,2003,0.17111167146930562
SIM,1,YES,1951,2
STAT,4,YES,1938,0.01887388057286451
SIM,1,YES,1950,1
STAT,4,YES,1939,0.018870266072709082
SIM,1,YES,1953,2
STAT,4,YES,1936,0.018881066646920738
SIM,1,YES,1952,1
STAT,4,YES,1937,0.01887745956648709
SIM,1,YES,1955,2
SIM,1,YES,1954,1
SIM,1,YES,1957,2
SIM,1,YES,1956,1
SIM,1,YES,1959,1
STAT,4,YES,1930,0.018902961627359747
SIM,1,YES,1958,1
STAT,4,YES,1931,0.018899291083898456
STAT,4,YES,1934,0.018888329682665798
STAT,4,YES,1935,0.018884702078411284
STAT,4,YES,1932,0.01889565245820583
STAT,4,YES,1933,0.01889199213773744
SIM,1,YES,1940,1
STAT,4,YES,1927,0.018914216160089554
STAT,4,YES,1928,0.018910377021909994
SIM,1,YES,1942,1
STAT,4,YES,1925,0.018921563252871296
SIM,1,YES,1941,2
STAT,4,YES,1926,0.01891785682218925
SIM,1,YES,1944,1
SIM,1,YES,1943,2
SIM,1,YES,1946,1
STAT,4,YES,1929,0.018906588156114595
SIM,1,YES,1945,2
SIM,1,YES,1948,1
SIM,1,YES,1947,2
STAT,4,YES,1920,0.018940239937123217
SIM,1,YES,1949,2
STAT,4,YES,1923,0.018929054663648907
STAT,4,YES,1924,0.018925124006027222
STAT,4,YES,1921,0.018936557895713628
STAT,4,YES,1922,0.018933073523679168
SIM,1,YES,1971,1
SIM,1,YES,1970,2
SIM,1,YES,1973,2
STAT,4,YES,1916,0.01895487237735698
SIM,1,YES,1972,1
STAT,4,YES,1917,0.018951533012175496
SIM,1,YES,1975,2
STAT,4,YES,1914,0.018962024006025424
SIM,1,YES,1974,1
STAT,4,YES,1915,0.018958619682157368
SIM,1,YES,1977,2
SIM,1,YES,1976,1
SIM,1,YES,1979,1
STAT,4,YES,1918,0.01894759127331963
SIM,1,YES,1978,1
STAT,4,YES,1919,0.018943723070460126
STAT,4,YES,1912,0.01896922066487005
STAT,4,YES,1913,0.018965638949411084
STAT,4,YES,1910,0.018976669344187014
STAT,4,YES,1911,0.018972745867187803
SIM,1,YES,1960,2
SIM,1,YES,1962,2
STAT,4,YES,1905,0.01899483574406771
SIM,1,YES,1961,1
STAT,4,YES,1906,0.01899075334936622
SIM,1,YES,1964,2
STAT,4,YES,1903,0.019001823052794607
SIM,1,YES,1963,1
STAT,4,YES,1904,0.018998234238145596
SIM,1,YES,1966,2
STAT,4,YES,1909,0.01898016035976724
SIM,1,YES,1965,1
SIM,1,YES,1968,2
STAT,4,YES,1907,0.018986654370953888
SIM,1,YES,1967,1
STAT,4,YES,1908,0.01898344239088183
SIM,1,YES,1969,1
STAT,4,YES,1901,0.019009104388101977
STAT,4,YES,1902,0.019005170324395738
STAT,4,YES,1900,0.01901319670099001
SIM,2,YES,1915,1
SIM,2,YES,1916,1
SIM,2,YES,1913,1
SIM,2,YES,1914,1
SIM,2,YES,1919,1
SIM,2,YES,1917,1
SIM,2,YES,1918,1
SIM,2,YES,1911,2
SIM,1,YES,1991,1
SIM,1,YES,1990,2
SIM,2,YES,1912,1
SIM,1,YES,1993,2
SIM,1,YES,1992,1
SIM,2,YES,1910,1
SIM,1,YES,1995,2
SIM,1,YES,1994,1
SIM,1,YES,1997,2
SIM,1,YES,1996,1
SIM,1,YES,1999,2
SIM,1,YES,1998,1
SIM,2,YES,1904,1
SIM,2,YES,1905,1
SIM,2,YES,1902,1
SIM,2,YES,1903,1
SIM,2,YES,1908,1
SIM,2,YES,1909,1
SIM,2,YES,1906,1
SIM,2,YES,1907,1
SIM,1,YES,1980,2
SIM,2,YES,1900,1
SIM,2,YES,1901,2
SIM,1,YES,1982,2
SIM,1,YES,1981,1
SIM,1,YES,1984,2
SIM,1,YES,1983,1
SIM,1,YES,1986,2
SIM,1,YES,1985,1
SIM,1,YES,1988,2
SIM,1,YES,1987,1
SIM,1,YES,1989,1
SIM,2,YES,1937,1
SIM,2,YES,1938,1
SIM,2,YES,1935,2
SIM,2,YES,1936,1
SIM,2,YES,1939,1
SIM,0,NA,1997,35400
SIM,0,NA,1998,35397
SIM,2,YES,1930,1
SIM,0,NA,1999,35378
SIM,2,YES,1933,1
SIM,2,YES,1934,1
SIM,2,YES,1931,1
SIM,2,YES,1932,1
SIM,0,NA,1990,35452
SIM,0,NA,1991,35445
SIM,0,NA,1992,35442
SIM,0,NA,1993,35435
SIM,0,NA,1994,35428
SIM,0,NA,1995,35409
SIM,0,NA,1996,35414
SIM,2,YES,1926,1
SIM,2,YES,1927,2
SIM,2,YES,1924,1
SIM,2,YES,1925,1
SIM,2,YES,1928,1
SIM,2,YES,1929,1
SIM,2,YES,1922,1
SIM,2,YES,1923,1
SIM,2,YES,1920,2
SIM,2,YES,1921,1
STAT,5+,YES,2016,0.002162942450888286
STAT,5+,YES,2015,0.0021633617424704444
STAT,5+,YES,2014,0.0021637812063666747
STAT,5+,YES,2013,0.0021642008461688167
STAT,5+,YES,2012,0.0021646206446146047
STAT,5+,YES,2011,0.0021650405869266553
STAT,5+,YES,2010,0.002165460665831744
STAT,5+,YES,2009,0.002165880873973954
STAT,5+,YES,2008,0.0021663011988884697
STAT,5+,YES,2007,0.0021667216048193265
STAT,5+,YES,2006,0.002167142056082861
STAT,5+,YES,2005,0.0021675625283548933
